"date","time","R2R.Level","subject race","Subject Ethnicity","subject sex","officer Yrs of service","Area Command"
"1/1/2014",NA,3,"White","N","M",6,"BA"
"1/1/2014",230,3,"White","N","M",4,"GE"
"1/1/2014",2119,3,"White","H","M",6,"DA"
"1/1/2014",NA,3,"White","H","M",1,"ID"
"1/1/2014",325,3,"Black","N","M",2,"HE"
"1/1/2014",454,3,"Black","N","M",4,"HE"
"1/1/2014",250,3,"White","H","M",2,"FR"
"1/1/2014",104,3,"Asian","N","M",1,"AD"
"1/1/2014",NA,3,"White","H","M",6,"DA"
"1/1/2014",NA,3,"White","H","M",15,"FR"
"1/1/2014",1808,3,"Black","N","M",1,"CH"
"1/1/2014",51,3,"Black","N","M",6,"GE"
"1/1/2014",200,3,"White","N","M",4,"GE"
"1/1/2014",238,3,"White","H","M",4,"FR"
"1/1/2014",230,3,"White","N","M",5,"GE"
"1/2/2014",2121,3,"Black","N","M",0,"ID"
"1/2/2014",1330,3,"Black","N","M",6,"ID"
"1/2/2014",1549,3,"Black","N","M",3,"ID"
"1/3/2014",NA,3,"White","H","M",1,"CH"
"1/3/2014",1902,3,"White","H","M",6,"CH"
"1/3/2014",2041,3,"Black","N","M",2,"DA"
"1/3/2014",2041,3,"Black","N","M",1,"DA"
"1/4/2014",2312,3,"White","N","M",7,"GE"
"1/4/2014",NA,3,"White","H","F",4,"ID"
"1/4/2014",2106,3,"White",NA,"M",2,"CH"
"1/4/2014",2015,3,"White",NA,"M",2,"CH"
"1/4/2014",NA,3,"White","H","M",1,"FR"
"1/5/2014",NA,3,"Black","N","M",1,"FR"
"1/5/2014",NA,3,"White","H","M",1,"HE"
"1/5/2014",141,3,"White","H","M",11,"FR"
"1/6/2014",2200,3,"White","H","F",0,"ED"
"1/6/2014",2328,3,"White","H","F",1,"ED"
"1/6/2014",2115,3,"White","H","F",2,"ED"
"1/6/2014",2250,3,"White","H","F",5,"ED"
"1/6/2014",NA,3,"White","N","F",2,"DA"
"1/7/2014",1109,3,"White","H","M",11,"GE"
"1/7/2014",2125,3,"Black","N","M",14,"ED"
"1/7/2014",1958,3,"Black","N","M",2,"ED"
"1/7/2014",201,3,"Black","N","M",10,"ED"
"1/7/2014",2157,3,"White","N","M",2,"ED"
"1/7/2014",1900,3,"Black","N","M",5,"GE"
"1/8/2014",NA,3,"Black","N","M",18,"HE"
"1/8/2014",NA,3,"Black","N","M",9,"HE"
"1/8/2014",NA,3,"White","H","M",19,"ED"
"1/9/2014",1140,3,"White","N","F",2,"ID"
"1/9/2014",958,3,"Black","N","F",5,"ID"
"1/9/2014",NA,3,"Black","N","M",16,"ID"
"1/9/2014",1041,3,"Black","N","F",6,"ID"
"1/9/2014",958,3,"Black","N","F",0,"ID"
"1/9/2014",2248,3,"White","N","F",2,"HE"
"1/9/2014",1509,3,"Black","N","M",1,"ID"
"1/9/2014",1848,3,"White","H","M",2,"CH"
"1/9/2014",NA,3,"Black","N","F",7,"ID"
"1/10/2014",1010,2,"White","H","M",12,"GE"
"1/10/2014",106,3,"Black","N","M",3,"GE"
"1/10/2014",1831,3,"White","N","M",5,"BA"
"1/10/2014",1308,3,"Black","N","F",7,"CH"
"1/10/2014",2343,3,"Black","N","M",2,"ID"
"1/10/2014",2343,3,"Black","N","M",6,"ID"
"1/10/2014",2256,3,"White","H","M",2,"CH"
"1/10/2014",1228,3,"Black","N","F",9,"CH"
"1/10/2014",1320,3,"White","N","M",8,"ED"
"1/10/2014",1228,3,"Black","N","F",9,"CH"
"1/10/2014",2137,3,"Black","H","F",1,"ED"
"1/10/2014",2136,3,"Black","H","F",1,"ED"
"1/10/2014",2354,3,"White","H","M",14,"GE"
"1/10/2014",2343,3,"Black","N","M",1,"ID"
"1/10/2014",1010,2,"White","H","M",6,"GE"
"1/10/2014",1010,2,"White","H","M",12,"GE"
"1/10/2014",1010,2,"White","H","M",7,"GE"
"1/10/2014",1010,2,"White","H","M",15,"GE"
"1/11/2014",518,3,"Black","N","M",1,"CH"
"1/11/2014",1346,2,"White","N","F",4,"ID"
"1/11/2014",1514,3,"White","N","F",11,"ID"
"1/11/2014",325,3,"Black","N","M",2,"CH"
"1/11/2014",1539,3,"White","N","F",7,"ID"
"1/11/2014",205,3,"White",NA,"M",6,"GE"
"1/11/2014",NA,3,NA,NA,NA,6,"GE"
"1/11/2014",NA,3,NA,NA,NA,6,"GE"
"1/11/2014",NA,3,NA,NA,NA,6,"GE"
"1/11/2014",338,3,"White","H","M",2,"ED"
"1/11/2014",150,3,"White","H","M",2,"DA"
"1/11/2014",NA,3,"Black","N","M",1,"CH"
"1/11/2014",0,3,"Black","N","M",4,"HE"
"1/11/2014",309,3,"Black","N","M",4,"CH"
"1/11/2014",NA,3,"White","N","F",5,"ID"
"1/12/2014",55,3,"Black","N","F",1,"FR"
"1/12/2014",1620,3,"Black","N","F",4,"CH"
"1/12/2014",1640,3,"Black","N","F",5,"CH"
"1/12/2014",140,3,"White","N","M",6,"GE"
"1/12/2014",140,3,NA,NA,NA,6,"GE"
"1/12/2014",140,3,NA,NA,NA,6,"GE"
"1/12/2014",224,0,"White","H","M",2,"HE"
"1/12/2014",140,3,"White","N","M",11,"GE"
"1/13/2014",1800,3,"White","H","M",0,"HE"
"1/13/2014",1550,3,"White","H","M",1,"DA"
"1/13/2014",1800,3,"White","H","M",2,"HE"
"1/13/2014",1611,3,"White","H","M",2,"DA"
"1/14/2014",159,3,"White","N","M",6,"GE"
"1/14/2014",156,3,"White","N","M",6,"GE"
"1/14/2014",1257,3,"Black","N","M",6,"BA"
"1/14/2014",1742,3,"White","N","M",2,"HE"
"1/14/2014",NA,3,"White","H","M",1,"AD"
"1/14/2014",NA,3,"White","H","M",1,"AD"
"1/14/2014",NA,3,"White","H","M",12,"AD"
"1/15/2014",1029,3,"Black","N","M",2,"ID"
"1/15/2014",2056,3,"Black","N","M",2,"GE"
"1/15/2014",2056,3,"Black","N","M",NA,"GE"
"1/15/2014",2209,3,"White","H","M",2,"FR"
"1/15/2014",10,3,"White","H","M",2,"FR"
"1/15/2014",1819,3,"Black","N","M",9,"CH"
"1/15/2014",2336,3,"White","H","M",2,"HE"
"1/15/2014",1809,3,"Black","N","M",2,"CH"
"1/15/2014",2016,3,"White","N","M",4,"GE"
"1/16/2014",934,3,NA,NA,NA,10,"FR"
"1/16/2014",NA,3,"White","H","M",11,"GE"
"1/16/2014",1331,3,"White","H","M",14,"GE"
"1/16/2014",1531,3,"White","N","M",16,"DA"
"1/16/2014",1214,3,"White","H","M",4,"ED"
"1/16/2014",2051,3,"Black","N","F",1,"ED"
"1/16/2014",NA,3,"White","H","M",11,"GE"
"1/16/2014",NA,3,"White","N","M",1,"ID"
"1/16/2014",1646,3,"White","N","M",2,"ID"
"1/16/2014",1635,3,"White","N","M",1,"ID"
"1/16/2014",2235,3,"White","N","F",2,"BA"
"1/17/2014",329,3,"Black","N","F",2,"CH"
"1/17/2014",329,3,"Black","N","F",2,"CH"
"1/17/2014",1,3,"White","H","M",4,"GE"
"1/18/2014",NA,3,"White","H","F",1,"FR"
"1/18/2014",2037,3,"White","H","M",1,"ED"
"2/19/2014",NA,3,"White","H","M",2,"HE"
"1/18/2014",1755,3,"Black","N","M",15,"ED"
"1/18/2014",NA,3,"White","H","M",1,"ED"
"1/18/2014",NA,3,"White","N","M",13,"BA"
"1/18/2014",1011,3,"Black","N","F",2,"HE"
"1/18/2014",1011,3,"Black","N","F",8,"HE"
"1/18/2014",150,3,"Asian","N","M",6,"GE"
"1/18/2014",150,3,"Asian","N","M",6,"GE"
"1/18/2014",150,3,"Middle Eastern","N","M",6,"GE"
"1/18/2014",1247,3,"White","N","M",8,"BA"
"1/18/2014",NA,3,"White",NA,"M",17,"GE"
"1/18/2014",NA,3,"White","N","M",17,"GE"
"1/19/2014",NA,3,"White","H","M",8,"FR"
"1/19/2014",22,3,"Black","N","M",3,"BA"
"1/19/2014",NA,3,"White","H","M",5,"CH"
"1/19/2014",1810,3,"White","H","M",1,"ED"
"1/19/2014",1734,3,"White","H","M",2,"ED"
"1/19/2014",410,3,"White",NA,"M",22,"GE"
"1/19/2014",140,3,"White","N","M",7,"GE"
"1/19/2014",1812,3,"White","H","M",0,"ED"
"1/19/2014",2330,3,"Black","N","F",1,"ED"
"1/19/2014",2330,3,"Black","N","F",2,"ED"
"1/20/2014",NA,3,"Black","N","M",6,"GE"
"1/20/2014",1145,3,"White","H","M",4,"HE"
"1/20/2014",2341,3,"White","H","M",2,"HE"
"1/20/2014",2338,3,"Black","N","M",20,"ED"
"1/21/2014",NA,3,"White","N","M",16,"AD"
"1/21/2014",NA,3,"White","H","M",19,"DA"
"1/22/2014",449,3,"Black","N","M",2,"ID"
"1/22/2014",1725,3,"White","N","F",1,"ED"
"1/22/2014",1715,3,"White","N","F",4,"ED"
"1/22/2014",1645,3,"White","H","M",6,"ID"
"1/22/2014",1700,3,"White","N","F",2,"ED"
"1/22/2014",NA,3,"White","H","M",5,"ID"
"1/22/2014",1730,3,"White","N","F",3,"ED"
"1/22/2014",2221,3,"White","N","M",1,"AD"
"1/22/2014",1953,3,"White","N","M",2,"AD"
"1/23/2014",1721,3,"White","H","M",1,"ED"
"1/23/2014",NA,3,"White","H","M",4,"ED"
"1/24/2014",1630,3,"Black","N","F",2,"ID"
"1/24/2014",1630,3,"Black","N","F",2,"ID"
"1/26/2014",NA,3,"Asian","N","M",1,"ED"
"1/24/2014",1630,3,"Black","N","F",6,"ID"
"1/24/2014",NA,3,"Black","N","M",1,"BA"
"1/24/2014",2100,3,"White","N","M",6,"BA"
"1/24/2014",NA,3,"Black","N","M",6,"BA"
"1/25/2014",2004,3,"White","H","M",2,"HE"
"1/25/2014",210,3,"White","H","M",7,"GE"
"1/25/2014",2330,3,"Black","N","M",0,"HE"
"1/25/2014",NA,3,"Black","N","M",1,"HE"
"1/25/2014",2009,3,"White","H","M",1,"CH"
"1/25/2014",316,3,"White","H","M",1,"HE"
"1/25/2014",120,3,"White","H","M",4,"HE"
"1/25/2014",247,3,"Black","N","M",1,"CH"
"1/25/2014",314,2,"Black","N","M",2,"CH"
"1/25/2014",2307,3,"White","H","M",7,"GE"
"1/25/2014",2132,3,"White","H","M",3,"HE"
"1/25/2014",2009,3,"White","H","M",1,"CH"
"1/25/2014",1713,3,"Black","N","M",2,"CH"
"1/25/2014",NA,1,"White","H","M",9,"ED"
"1/30/2014",2045,2,"White","H","M",24,"GE"
"1/26/2014",1618,3,"Asian","N","M",2,"ED"
"1/26/2014",205,3,NA,NA,NA,6,"GE"
"1/27/2014",NA,3,"Black","N","M",8,"ED"
"1/27/2014",22,3,"Black","N","F",4,"ED"
"1/27/2014",NA,3,"Black","N","M",10,"CH"
"1/28/2014",125,3,"Black","N","M",1,"ED"
"1/28/2014",1925,3,"Black","N","M",2,"HE"
"1/28/2014",136,3,"Black","N","M",1,"ED"
"1/29/2014",2152,3,"White","N","M",11,"ED"
"1/29/2014",1602,3,"Black","N","F",1,"ED"
"1/29/2014",2141,3,"White","N","M",2,"ED"
"1/29/2014",NA,3,"Black","N","F",1,"ED"
"1/30/2014",NA,3,"White","H","M",2,"DA"
"1/30/2014",NA,3,"White","N","M",14,"ED"
"1/30/2014",1554,3,"White","H","M",5,"DA"
"1/30/2014",1702,3,"White","H","M",4,"FR"
"1/30/2014",1727,3,"White","H","M",1,"FR"
"1/30/2014",NA,3,"White","H","M",12,"DA"
"1/30/2014",2239,2,"Black","N","M",9,"ID"
"1/30/2014",2239,3,"Black","N","M",8,"ID"
"1/30/2014",NA,3,"White","N","M",4,"ED"
"1/30/2014",NA,3,"Black","N","M",8,"ID"
"1/30/2014",NA,3,"Black","N","M",2,"ID"
"1/31/2014",2104,3,"Black","N","M",4,"CH"
"1/31/2014",2104,3,"Black","N","M",2,"CH"
"1/31/2014",2259,3,"Black","N","M",4,"CH"
"1/31/2014",2204,3,"White","N","M",8,"ID"
"1/31/2014",230,3,"White","N","M",6,"GE"
"1/31/2014",2204,3,"White","N","M",5,"ID"
"1/31/2014",2204,3,"White","N","M",10,"ID"
"1/31/2014",1030,3,"White","H","M",1,"ID"
"1/31/2014",NA,3,"Black","N","M",2,"ED"
"1/31/2014",2309,3,"White","N","M",1,"AD"
"1/31/2014",1941,3,"Black","N","M",4,"CH"
"1/31/2014",331,3,"White","H","M",14,"ED"
"1/31/2014",331,3,"White","H","M",1,"ED"
"1/31/2014",NA,3,"White","N","M",12,"GE"
"2/1/2014",205,3,"White","H","M",3,"GE"
"2/1/2014",205,3,"White","H","M",8,"GE"
"2/1/2014",54,3,"Black","N","M",1,"ID"
"2/1/2014",NA,3,"White","H","M",1,"BA"
"2/1/2014",2028,3,"White","H","M",2,"BA"
"2/1/2014",54,3,"Black","N","M",6,"ID"
"2/1/2014",332,3,"White","N","M",4,"GE"
"2/1/2014",107,3,"White","N","M",5,"GE"
"2/1/2014",1840,3,"White","N","F",11,"CH"
"2/1/2014",1921,3,"Black","N","M",2,"CH"
"2/1/2014",NA,3,"White","H","F",14,"ED"
"2/1/2014",NA,3,"White","N","F",4,"AD"
"2/1/2014",115,3,"Black","N","M",4,"ID"
"2/1/2014",1821,3,"White","H","F",1,"ED"
"3/22/2014",1425,3,"Black","N","M",10,"GE"
"2/1/2014",2139,3,"White","H","F",4,"ED"
"2/1/2014",2143,3,"White","H","F",4,"ED"
"2/1/2014",1949,3,"White","H","F",1,"ED"
"2/1/2014",2230,3,"White","N","F",0,"AD"
"2/1/2014",NA,3,"Black","N","M",10,"CH"
"2/2/2014",2120,2,"White","N","M",2,"CH"
"2/2/2014",1833,3,"White","N","M",1,"AD"
"2/2/2014",1910,3,"White","N","M",7,"AD"
"2/2/2014",NA,3,"White","N","M",0,"CH"
"2/3/2014",2100,2,"White","N","M",5,"CH"
"2/3/2014",2345,3,"White","N","M",4,"CH"
"2/4/2014",2113,3,"White","H","M",1,"HE"
"2/4/2014",2113,3,"White","H","M",1,"HE"
"2/4/2014",2207,3,"White","H","M",1,"ED"
"2/4/2014",2040,3,"Black","N","M",2,"CH"
"2/5/2014",2233,3,"White","H","M",1,"ED"
"2/5/2014",431,3,"White","H","M",4,"CH"
"2/5/2014",NA,3,"White","H","M",2,"CH"
"2/5/2014",1027,3,"White","N","F",6,"BA"
"2/5/2014",1112,3,"White","N","M",6,"ED"
"2/5/2014",2106,3,"White","H","M",0,"ED"
"2/5/2014",2106,3,"White","H","M",2,"ED"
"2/5/2014",1112,3,"White","N","M",10,"ED"
"2/5/2014",1027,3,"White","N","F",2,"BA"
"2/6/2014",2245,3,"White","H","M",1,"HE"
"2/6/2014",2241,3,"White","H","M",1,"HE"
"2/6/2014",2300,3,"White","H","M",4,"HE"
"2/6/2014",550,3,"White","N","M",11,NA
"2/6/2014",NA,3,"White","H","M",6,"GE"
"2/6/2014",1632,3,"Black","N","F",4,"GE"
"2/6/2014",NA,3,"Black","N","F",6,"GE"
"2/6/2014",2207,3,"Black","N","M",0,"GE"
"2/6/2014",2230,3,"Black","N","M",12,"GE"
"2/7/2014",NA,3,"Black","N","M",2,"AD"
"2/7/2014",1720,3,"Black","N","M",1,"AD"
"2/7/2014",1830,3,"White","H","M",1,"ED"
"2/7/2014",2224,3,"White","N","F",4,"AD"
"2/7/2014",226,3,"Black","N","M",2,"CH"
"2/7/2014",226,3,"Black","N","M",2,"CH"
"2/7/2014",NA,3,"White","N","M",10,"FR"
"2/7/2014",1046,3,"White","N","M",10,"FR"
"2/7/2014",2359,3,"White","N","F",2,"AD"
"2/8/2014",1738,3,"White","H","M",1,"ED"
"2/8/2014",1749,3,"White","H","M",1,"ED"
"2/8/2014",1738,3,"White","H","M",3,"ED"
"2/8/2014",1749,3,"White","H","M",1,"ED"
"2/8/2014",359,3,"White","N","M",10,"GE"
"2/8/2014",2200,3,"White","H","M",8,"ED"
"2/8/2014",1700,3,"White","N","M",6,"FR"
"2/8/2014",NA,3,"Black","N","M",2,"GE"
"2/9/2014",355,3,"White","N","F",5,"GE"
"2/9/2014",NA,3,"White","H","F",2,"HE"
"2/9/2014",NA,3,"White","H","M",2,"HE"
"2/9/2014",250,3,"White","H","F",4,"HE"
"2/9/2014",250,3,"White","H","M",4,"HE"
"2/9/2014",2230,3,"White","H","F",1,"HE"
"2/9/2014",150,3,"White","H","M",8,"GE"
"2/9/2014",2236,3,"White","H","M",12,"HE"
"2/9/2014",1259,2,"White","N","M",10,"DA"
"2/9/2014",2125,3,"White","H","M",4,"ID"
"2/9/2014",2120,3,"White","H","M",1,"ID"
"2/9/2014",2245,3,"White","H","M",1,"ID"
"2/9/2014",2152,3,"White","H","F",21,"HE"
"2/9/2014",2236,3,"White","H","M",6,"HE"
"2/9/2014",202,3,"White","H","M",0,"HE"
"2/9/2014",100,3,"White","H","M",4,"GE"
"2/9/2014",145,3,"White","H","M",3,"GE"
"2/9/2014",311,3,"Black","N","M",5,"GE"
"2/10/2014",58,3,"White","N","M",6,"GE"
"2/10/2014",2040,3,"Black","N","M",1,"ED"
"2/10/2014",1848,3,"Black","N","M",1,"ED"
"2/10/2014",1042,3,"Black","N","M",8,"ED"
"2/10/2014",2308,3,"Asian","N","F",1,"CH"
"2/10/2014",2308,3,"Asian","N","F",1,"CH"
"2/12/2014",2021,3,"White","H","M",2,"CH"
"2/13/2014",2307,3,"White","N","M",6,"AD"
"2/13/2014",1125,3,"Black","N","M",12,"ID"
"2/13/2014",NA,3,"White","N","M",1,"AD"
"2/13/2014",2307,3,"White","N","M",23,"AD"
"2/13/2014",NA,3,"Black","N","M",8,"ED"
"2/13/2014",1200,3,"Black","N","M",5,"ED"
"2/13/2014",1608,3,"Black","N","M",4,"ED"
"2/13/2014",2130,3,"Black","N","M",10,"BA"
"2/13/2014",2130,3,"Black","N","M",1,"BA"
"2/14/2014",NA,3,"White","N","M",11,"FR"
"2/14/2014",320,3,"White","H","M",8,"BA"
"2/14/2014",1712,2,"White","N","M",4,"ED"
"2/14/2014",800,3,"White","H","M",3,"HE"
"2/14/2014",2038,3,"White","N","M",1,"HE"
"2/14/2014",250,3,"Black","N","F",2,"CH"
"2/14/2014",NA,3,"White","N","M",14,"ED"
"2/15/2014",127,3,"Black","N","F",10,"GE"
"2/15/2014",219,3,"White","H","F",9,"GE"
"2/15/2014",301,3,"White","N","M",NA,"GE"
"2/15/2014",NA,3,"Black","N","M",NA,"GE"
"2/15/2014",304,3,"Black","N","M",NA,"GE"
"2/15/2014",308,3,"White","N","M",2,"GE"
"2/15/2014",NA,3,"Black","N","M",14,"DA"
"2/15/2014",56,3,"White","N","M",0,"DA"
"2/15/2014",2336,3,"White","N","M",1,"DA"
"2/15/2014",NA,3,"White","N","M",1,"FR"
"2/15/2014",2030,3,"White","N","M",2,"FR"
"2/15/2014",NA,3,"White","N","M",1,"DA"
"2/15/2014",1858,3,"White","H","M",2,"BA"
"2/15/2014",NA,3,"White","N","M",14,"DA"
"2/15/2014",NA,3,"Black","N","M",2,"GE"
"2/15/2014",NA,3,"White","N","M",2,"GE"
"2/15/2014",253,3,"White","N","M",18,"GE"
"2/16/2014",NA,3,"White","H","M",4,"GE"
"2/16/2014",1409,3,"White","H","M",12,"GE"
"2/16/2014",2337,3,"Black","N","F",4,"BA"
"2/16/2014",NA,3,"Black","N","F",4,"BA"
"2/16/2014",2347,3,"White","N","F",2,"HE"
"2/16/2014",2343,3,"White","N","F",2,"HE"
"2/16/2014",2248,3,"White","H","M",1,"FR"
"2/16/2014",2248,3,"White","H","F",1,"FR"
"2/16/2014",2248,3,"White","H","M",1,"FR"
"2/16/2014",320,3,"White","H","M",8,"GE"
"2/16/2014",307,3,"White","H","M",4,"GE"
"2/16/2014",NA,3,"White","N","F",0,"BA"
"2/16/2014",NA,3,NA,NA,NA,8,"GE"
"2/16/2014",12,3,"White","H","M",12,"BA"
"2/16/2014",215,3,NA,NA,NA,4,"GE"
"2/16/2014",215,3,NA,NA,NA,4,"GE"
"2/16/2014",235,3,"White","H","M",2,"ED"
"2/16/2014",209,3,"White","N","F",10,"BA"
"2/16/2014",200,3,"White","N","F",12,"BA"
"2/17/2014",1040,3,"White","N","M",10,"GE"
"2/17/2014",205,3,"White","N","M",1,"CH"
"2/17/2014",NA,3,"White","H","F",3,"FR"
"2/17/2014",1600,3,"White","N","F",19,"BA"
"2/18/2014",1634,3,"White","N","M",2,"CH"
"2/18/2014",1838,3,"Black","H","M",2,"BA"
"2/18/2014",1838,3,"Black","H","M",1,"BA"
"3/1/2014",1354,3,"White","H","M",10,"FR"
"2/18/2014",2132,3,"White","N","M",12,"DA"
"2/18/2014",1515,3,"White","N","F",1,"AD"
"2/18/2014",NA,3,"White","N","M",14,"DA"
"2/18/2014",2328,3,"White","N","F",2,"DA"
"2/18/2014",101,3,"White","N","F",5,"DA"
"2/19/2014",2200,3,"White","H","M",7,"FR"
"2/19/2014",NA,3,"White","H","M",6,"FR"
"2/19/2014",1100,3,"White","H","M",6,"FR"
"2/19/2014",NA,3,"White","H","M",6,"FR"
"2/19/2014",144,3,"Black","N","M",2,"CH"
"2/19/2014",2200,3,"White","H","M",2,"FR"
"2/19/2014",NA,3,"White","N","M",12,"CH"
"2/19/2014",NA,3,"White","N","M",9,"CH"
"2/20/2014",NA,3,"White","N","F",16,"BA"
"2/20/2014",1627,3,"Black","N","M",2,"CH"
"2/20/2014",1952,3,"White","H","F",6,"ID"
"2/20/2014",1141,3,"White","N","F",12,"BA"
"2/20/2014",2113,3,"White","H","M",1,"HE"
"2/20/2014",2113,3,"White","H","M",2,"HE"
"2/20/2014",1802,3,"Black","N","M",6,"CH"
"2/20/2014",2031,3,"Black","N","M",6,"ID"
"2/20/2014",542,3,"White","N","F",1,"FR"
"2/20/2014",542,3,"White","N","F",11,"FR"
"2/21/2014",214,3,NA,NA,NA,6,"GE"
"2/21/2014",214,3,NA,NA,NA,6,"GE"
"2/22/2014",100,3,"White",NA,"F",1,"BA"
"2/22/2014",NA,3,"White","N","M",6,"GE"
"2/22/2014",247,3,"White","N","M",7,"GE"
"2/22/2014",53,3,"White",NA,"F",0,"BA"
"2/22/2014",NA,3,"White","N","F",1,"AD"
"2/22/2014",147,3,"White","N","F",3,"AD"
"2/22/2014",2156,3,"White","H","M",16,"GE"
"2/22/2014",133,3,"Black","N","M",4,"GE"
"2/22/2014",53,3,"White",NA,"F",2,"BA"
"2/22/2014",133,NA,"Black","N","M",7,"GE"
"2/22/2014",NA,3,"Black","N","M",7,"GE"
"2/23/2014",2125,3,"White","H","M",9,"ED"
"2/23/2014",2119,3,"White","H","M",0,"ED"
"2/23/2014",2110,3,"White","H","M",5,"ED"
"2/23/2014",2331,3,"White","H","M",20,"ED"
"2/23/2014",NA,3,NA,"N","M",16,"GE"
"2/23/2014",230,3,"Black","N","M",4,"GE"
"2/23/2014",857,3,"White","N","M",4,"HE"
"2/23/2014",1159,3,"White","N","M",8,"HE"
"2/23/2014",1201,3,"White","H","M",8,"HE"
"2/24/2014",2315,3,"Black","N","M",5,"CH"
"2/24/2014",2242,3,"Black","N","M",4,"CH"
"2/24/2014",2242,3,"Black","N","M",0,"CH"
"2/24/2014",NA,3,"Black","N","M",7,"FR"
"2/24/2014",1752,3,"Black","N","M",1,"FR"
"2/24/2014",1729,2,"Black","N","M",4,"FR"
"2/24/2014",2250,2,"White","H","M",6,"ID"
"2/24/2014",1636,3,"Black","H","M",1,"ID"
"2/24/2014",NA,3,"Black","N","M",4,"CH"
"2/25/2014",NA,3,"White","H","M",0,"AD"
"2/25/2014",2327,3,"Black","N","M",4,"ED"
"2/25/2014",2137,3,"White","H","M",1,"AD"
"3/7/2014",800,3,"White","N","M",6,"GE"
"2/25/2014",14,3,"Black","N","M",0,"ID"
"2/25/2014",8,3,"Black","N","M",2,"ID"
"2/25/2014",2337,3,"Black","N","M",2,"ED"
"2/25/2014",2337,3,"Black","N","M",2,"ED"
"2/27/2014",NA,3,"White","N","M",11,"AD"
"2/27/2014",227,2,"White","N","M",1,"AD"
"2/27/2014",2105,3,"Black","N","M",1,"ED"
"2/27/2014",1455,3,"White","N","F",9,"ID"
"2/27/2014",2257,3,"White","H","M",2,"CH"
"2/27/2014",1205,3,"White","N","F",4,"ID"
"2/27/2014",NA,3,"White","N","F",8,"ID"
"2/28/2014",1309,3,"White","N","F",11,"HE"
"2/28/2014",321,3,"White","H","M",2,"FR"
"2/28/2014",317,3,"White","H","M",1,"FR"
"3/1/2014",105,3,"White","N","M",12,"GE"
"3/1/2014",2108,3,"White","H","M",6,"CH"
"3/1/2014",213,3,"White","H","M",NA,"ID"
"3/1/2014",116,3,"Black","N","M",7,"GE"
"3/1/2014",105,3,"White","N","M",11,"GE"
"3/1/2014",306,3,"White","H","M",2,"ID"
"3/1/2014",1250,3,"White","H","M",6,"FR"
"3/2/2014",1949,3,"White","N","M",2,"FR"
"3/2/2014",2330,3,"White","N","M",9,"BA"
"3/2/2014",2042,3,"White","N","M",2,"FR"
"3/2/2014",2350,3,"White","N","F",5,"AD"
"3/2/2014",115,3,"White","N","F",12,"AD"
"3/3/2014",NA,3,"White","N","M",8,"ED"
"3/3/2014",NA,3,"White","N","M",6,"GE"
"3/3/2014",NA,3,"White","H","M",6,"GE"
"3/3/2014",NA,3,"Black","N","M",7,"CH"
"3/4/2014",102,2,"White","H","M",5,"DA"
"3/4/2014",232,3,"White","H","M",8,"DA"
"3/15/2014",238,3,"White","N","M",6,"GE"
"3/4/2014",110,3,"White","H","M",11,"DA"
"3/4/2014",103,3,"White","H","M",1,"DA"
"3/4/2014",113,3,"White","H","M",1,"DA"
"3/4/2014",103,3,"White","H","M",1,"DA"
"3/4/2014",NA,3,"White","H","M",0,"DA"
"3/4/2014",2312,3,"White","H","M",2,"CH"
"3/4/2014",NA,3,"White","H","M",11,"DA"
"3/4/2014",1937,3,"White","N","M",5,"DA"
"3/5/2014",1721,0,"White","N","M",9,"CH"
"3/5/2014",934,3,"Black","N","M",19,"DA"
"3/5/2014",2147,3,"White","H","M",6,"DA"
"3/5/2014",NA,3,"Black","N","M",12,"DA"
"3/5/2014",325,3,"White","H","F",1,"ED"
"3/5/2014",NA,3,"Black","N","M",13,"HE"
"3/6/2014",113,3,"Black","N","M",0,"DA"
"3/6/2014",113,3,"Black","N","M",6,"DA"
"3/6/2014",2235,3,"Black","N","M",2,"FR"
"3/6/2014",NA,3,"White","H","M",2,"FR"
"3/6/2014",2133,3,"White","H","M",1,"FR"
"3/6/2014",2030,3,"White","H","M",20,"FR"
"3/6/2014",NA,3,"White","H","M",1,"FR"
"3/7/2014",221,3,"White","H","M",2,"ED"
"3/7/2014",230,3,"White","N","M",2,"FR"
"3/7/2014",820,3,"White","N","M",6,"GE"
"3/7/2014",1745,3,"Black","N","F",2,"ED"
"3/7/2014",1745,3,"Black","N","F",1,"ED"
"3/7/2014",NA,3,"White","N","M",18,"BA"
"3/7/2014",213,3,"White","H","M",1,"ED"
"3/8/2014",1111,3,"White","N","M",12,"AD"
"3/8/2014",1111,3,"White","N","M",11,"AD"
"3/8/2014",NA,3,"Black","N","M",21,"GE"
"3/8/2014",819,3,"White","N","M",10,"GE"
"3/8/2014",2049,3,"White","N","M",7,"GE"
"3/8/2014",135,3,"Black","N","M",6,"GE"
"3/8/2014",135,3,NA,NA,NA,6,"GE"
"3/9/2014",1203,3,"White","N","M",4,"HE"
"3/9/2014",1204,3,"White","H","M",13,"HE"
"3/10/2014",59,3,"White","N","M",6,"GE"
"3/10/2014",112,3,NA,NA,NA,1,"ED"
"3/10/2014",2355,3,"White","H","M",8,"GE"
"3/29/2014",NA,3,"Black","N","M",5,"HE"
"3/11/2014",10,3,"White","H","M",4,"CH"
"3/11/2014",29,3,"Black","N","M",1,"CH"
"3/11/2014",NA,3,"Black","N","M",4,"CH"
