"date","time","R2R.Level","subject race","Subject Ethnicity","subject sex","officer Yrs of service","Area Command"
"5/29/2015",1512,2,"White","H","M",8,"HE"
"5/29/2015",1751,3,"White","H","F",2,"ED"
"5/29/2015",1144,3,"White","N","M",20,"FR"
"5/29/2015",1552,3,"White","H","F",1,"GE"
"5/29/2015",1552,3,"White","H","F",8,"GE"
"5/29/2015",1552,3,"White","H","F",2,"GE"
"5/29/2015",NA,3,"White","H","M",15,"HE"
"5/29/2015",1500,3,"White","H","M",16,"HE"
"5/31/2015",NA,3,"Black","N","M",1,"BA"
"5/29/2015",NA,3,"White","H","M",24,"HE"
"5/29/2015",NA,3,"White","H","M",13,"HE"
"5/29/2015",NA,3,"White","H","M",13,"HE"
"5/30/2015",314,3,"White","N","M",9,"FR"
"5/30/2015",314,3,"White","N","M",1,"FR"
"5/30/2015",1130,3,"White","N","F",0,"ID"
"5/30/2015",1224,3,"White","N","F",12,"ID"
"5/30/2015",232,3,"White","H","M",2,"GE"
"5/30/2015",2301,2,"Black",NA,"M",2,"ID"
"5/30/2015",NA,3,"Black","N","M",7,"ED"
"5/30/2015",NA,3,"White","N","F",15,"ID"
"5/30/2015",231,3,"White","H","M",1,"GE"
"5/30/2015",345,3,"White","H","M",1,"GE"
"5/30/2015",329,3,"White","H","M",7,"GE"
"5/31/2015",0,3,"White","H","M",5,"GE"
"5/31/2015",2332,3,"Black","N","M",4,"BA"
"5/31/2015",1626,3,NA,NA,NA,9,"FR"
"5/31/2015",201,3,"Black","N","M",7,"GE"
"5/31/2015",NA,3,NA,NA,NA,4,"GE"
"5/31/2015",419,3,"White","H","M",29,"ED"
"5/31/2015",1642,3,"Black","N","F",2,"ID"
"5/31/2015",NA,3,"White","H","M",3,"DA"
"5/31/2015",430,3,"White","H","M",1,"ED"
"5/31/2015",1645,3,"Black","N","F",5,"ID"
"5/31/2015",NA,2,"Black","N","M",17,"CH"
"5/31/2015",100,3,"Black","N","M",3,"ID"
"5/31/2015",0,3,"White","H","M",7,"GE"
"5/31/2015",2047,3,"Black","N","M",24,"CH"
"6/1/2015",1230,3,"Black","N","M",12,"GE"
"6/1/2015",244,3,"Black","N","M",11,"GE"
"6/1/2015",309,3,"Black","N","M",11,"GE"
"6/1/2015",1932,3,"White","H","M",3,"DA"
"6/1/2015",1932,3,"White","H","M",3,"DA"
"6/1/2015",1232,3,"Black","N","M",9,"GE"
"6/2/2015",NA,3,"Black","N","M",7,"CH"
"6/2/2015",NA,3,"White","H","M",2,"HE"
"6/2/2015",1618,2,"Black","N","M",7,"ED"
"6/2/2015",NA,3,"Black","N","M",5,"CH"
"6/2/2015",1500,2,"Black","N","M",6,"CH"
"6/2/2015",2012,3,"Black","N","M",5,"CH"
"6/2/2015",NA,3,"Black","N","M",8,"CH"
"6/2/2015",2200,2,"White","N","M",0,"HE"
"6/2/2015",2242,3,"White","N","M",1,"HE"
"6/2/2015",NA,3,"White","N","M",6,"HE"
"7/7/2015",2030,3,"White","N","M",7,"DA"
"6/2/2015",NA,3,"Black","N","M",5,"CH"
"6/3/2015",NA,3,"White","H","M",7,"GE"
"6/3/2015",130,3,"Black","N","F",4,"HE"
"6/3/2015",447,3,"White","H","M",1,"GE"
"6/3/2015",1144,2,"Black","N","M",5,"ID"
"6/3/2015",2130,3,"White","H","M",0,"FR"
"6/3/2015",2124,3,"White","H","M",9,"FR"
"6/3/2015",2124,3,"White","H","M",4,"FR"
"6/3/2015",1500,3,"Black","N","M",18,"GE"
"6/4/2015",106,2,"White","H","M",0,"ED"
"6/6/2015",NA,3,"Black","N","M",7,"CH"
"6/4/2015",106,3,"White","H","M",2,"ED"
"6/4/2015",229,3,"White","N","M",1,"DA"
"6/4/2015",NA,3,"White","N","M",27,"DA"
"6/4/2015",2312,3,"Black","N","M",4,"HE"
"6/4/2015",2312,3,"Black","N","M",0,"HE"
"6/4/2015",2029,3,"Black","N","F",3,"CH"
"6/4/2015",2029,3,"Black","N","F",24,"CH"
"6/4/2015",NA,3,"White","N","M",1,"DA"
"6/5/2015",105,3,"White","H","M",3,"FR"
"6/5/2015",2314,2,"White","H","M",4,"ID"
"6/5/2015",NA,3,"White","H","M",19,"DA"
"6/5/2015",50,2,"Black","N","M",3,"FR"
"6/5/2015",1250,3,"Black","N","M",0,"FR"
"6/5/2015",129,3,"White","N","M",5,"GE"
"6/5/2015",830,3,"White","H","M",13,"DA"
"6/5/2015",114,3,NA,NA,NA,7,"GE"
"6/5/2015",2140,2,"Black","N","M",3,"CH"
"6/5/2015",838,3,"White","H","M",22,"DA"
"6/6/2015",107,3,"White","N","M",17,"GE"
"6/6/2015",1840,3,"White","H","M",3,"DA"
"6/6/2015",1840,2,"White","H","M",1,"DA"
"6/6/2015",1253,3,"Black","N","M",21,"DA"
"6/6/2015",1500,3,"Black","N","M",6,"HE"
"6/6/2015",NA,3,"White","N","M",8,"GE"
"6/6/2015",NA,3,"White","N","M",7,"GE"
"6/6/2015",NA,2,"White","N","M",7,"GE"
"6/6/2015",101,3,"Black","N","F",3,"GE"
"6/6/2015",339,3,"White","N","M",4,"DA"
"6/6/2015",NA,3,"Black","N","M",9,"DA"
"6/6/2015",123,3,"White","N","F",0,"BA"
"6/6/2015",123,3,"White","N","F",5,"BA"
"6/6/2015",104,3,"Black","N","F",7,"GE"
"6/6/2015",104,3,"Black","N","F",5,"GE"
"6/6/2015",2135,3,"White","N","M",3,"GE"
"6/6/2015",324,3,"White","N","M",1,"GE"
"6/6/2015",135,3,"White","N","F",8,"BA"
"6/6/2015",NA,3,"White","H","M",18,"DA"
"6/6/2015",1840,3,"White","H","M",0,"DA"
"7/8/2015",1200,3,"White","N","F",8,"BA"
"6/6/2015",NA,3,"Black","N","M",6,"DA"
"6/6/2015",NA,3,"Black","N","M",9,"DA"
"6/7/2015",NA,3,NA,NA,NA,16,"GE"
"6/7/2015",129,3,"White","N","M",7,"GE"
"6/7/2015",2203,3,"Black","N","M",1,"GE"
"6/7/2015",2216,3,"White","H","F",3,"ID"
"6/7/2015",NA,3,"White","H","M",1,"CH"
"6/7/2015",441,3,"Black","N","M",0,"BA"
"6/7/2015",129,3,"White","N","M",5,"GE"
"6/7/2015",115,3,NA,NA,NA,7,"GE"
"6/7/2015",129,2,"White","N","M",7,"GE"
"6/7/2015",441,3,"Black","N","M",5,"BA"
"6/7/2015",129,3,"White","N","M",2,"GE"
"6/7/2015",2330,3,"White","N","F",0,"HE"
"6/7/2015",2309,3,"White","N","F",8,"HE"
"6/7/2015",2230,3,"White","N","F",2,"HE"
"6/7/2015",103,2,"Black","N","M",8,"GE"
"6/7/2015",NA,3,"White","H","M",11,"FR"
"6/7/2015",209,3,NA,NA,NA,2,"GE"
"6/7/2015",209,3,NA,NA,NA,2,"GE"
"6/7/2015",209,3,NA,NA,NA,2,"GE"
"6/7/2015",209,3,NA,NA,NA,2,"GE"
"6/7/2015",NA,3,"White","H","M",3,"FR"
"6/7/2015",130,3,"White","N","M",2,"GE"
"6/7/2015",445,3,"Black","N","M",4,"BA"
"6/7/2015",445,3,"Black","N","M",3,"BA"
"6/7/2015",129,3,"White","N","M",3,"GE"
"6/8/2015",48,3,"White","H","M",6,"DA"
"6/8/2015",937,3,"White","N","M",3,"DA"
"6/8/2015",2244,3,"Black","N","M",0,"CH"
"6/8/2015",NA,2,"Black","N","M",22,"CH"
"6/8/2015",2241,3,"Black","N","M",3,"CH"
"6/8/2015",2344,3,"Black","N","M",1,"CH"
"6/8/2015",2244,3,"Black","N","M",5,"CH"
"6/8/2015",1518,3,"White","H","F",0,"ED"
"6/8/2015",1806,3,"White","H","M",2,"ID"
"6/8/2015",942,3,"White","H","F",7,"BA"
"6/8/2015",1015,3,"White","H","F",18,"BA"
"6/8/2015",2244,3,"Black","N","M",6,"CH"
"6/8/2015",1533,3,"White","H","M",5,"HE"
"6/8/2015",2241,3,"Black","N","M",7,"CH"
"6/8/2015",NA,3,"White","N","M",6,"DA"
"6/8/2015",937,3,"White","N","M",9,"DA"
"6/9/2015",1430,2,"Black","N","M",17,"DA"
"6/9/2015",30,3,"Black","N","M",5,"CH"
"6/9/2015",822,3,"White","H","M",3,"ED"
"6/9/2015",1352,3,"Black","N","M",22,"DA"
"6/11/2015",120,2,"White","H","M",4,"HE"
"6/11/2015",125,2,"White","H","M",3,"HE"
"6/12/2015",250,3,"White","H","M",4,"GE"
"6/12/2015",1424,3,"White","N","F",13,"ID"
"6/12/2015",250,3,"White","H","M",2,"GE"
"6/12/2015",NA,3,"White","H","M",1,"FR"
"6/12/2015",2229,3,"White","H","M",9,"FR"
"6/12/2015",2227,3,"White","H","M",9,"FR"
"6/12/2015",12,3,"White","N","M",4,"ID"
"6/12/2015",250,3,"White","H","M",7,"GE"
"6/12/2015",146,3,"White","N","M",7,"GE"
"6/13/2015",141,3,"White","H","M",3,"FR"
"6/13/2015",141,3,"White","H","M",3,"FR"
"6/13/2015",NA,3,"White","H","M",15,"HE"
"6/13/2015",NA,3,"Black","N","M",3,"CH"
"6/13/2015",11,3,"White","N","F",15,"GE"
"6/13/2015",1,3,"Black","N","M",6,"CH"
"6/13/2015",141,3,"White","H","M",0,"FR"
"6/13/2015",141,3,"White","H","M",2,"FR"
"6/13/2015",NA,3,"White","H","M",22,"HE"
"6/13/2015",354,2,"White","H","M",1,"HE"
"6/13/2015",353,3,"Black","N","M",4,"ID"
"6/13/2015",11,3,"White","N","F",15,"GE"
"6/14/2015",213,3,"White","N","M",2,"GE"
"6/14/2015",213,3,NA,NA,NA,2,"GE"
"6/14/2015",213,3,NA,NA,NA,2,"GE"
"6/14/2015",NA,3,"White","H","M",3,"CH"
"6/14/2015",2056,2,"White","N","M",4,"HE"
"6/14/2015",120,3,NA,NA,NA,2,"GE"
"6/14/2015",120,3,"Black","N","M",3,"GE"
"6/14/2015",120,3,NA,NA,NA,3,"GE"
"6/14/2015",NA,3,NA,NA,NA,18,"GE"
"6/15/2015",325,3,"White","H","M",7,"GE"
"6/15/2015",247,3,"White","H","F",2,"BA"
"6/15/2015",2152,3,"White","N","M",4,NA
"6/15/2015",NA,3,"White","H","M",7,"GE"
"6/15/2015",430,3,"Black","N","M",5,"GE"
"6/15/2015",430,3,"Black","N","M",5,"GE"
"6/15/2015",2338,3,"White","N","F",2,"GE"
"6/15/2015",1240,3,"Black","N","F",5,"HE"
"6/15/2015",2102,3,"White","N","M",1,"ID"
"6/15/2015",1809,3,"Black",NA,"M",0,"ID"
"6/15/2015",2338,3,"White","N","F",4,"GE"
"6/15/2015",405,3,"Black","N","M",11,"GE"
"6/15/2015",954,3,"White","N","F",20,"AD"
"6/15/2015",NA,3,"Black",NA,"M",7,"ID"
"6/15/2015",NA,3,"Black",NA,"M",3,"ID"
"6/15/2015",2052,3,"White","N","M",1,"ID"
"6/16/2015",811,2,"Black","N","M",3,"ED"
"6/16/2015",1613,3,"White","N","M",1,"ED"
"6/16/2015",2318,3,"White","H","F",2,"FR"
"6/16/2015",1613,3,"White","N","M",2,"ED"
"6/16/2015",2150,3,"White","H","F",3,"FR"
"6/16/2015",2200,3,"White","H","F",7,"FR"
"6/16/2015",2200,3,"White","H","F",0,"FR"
"6/18/2015",22,3,"White","N","M",7,"GE"
"6/18/2015",40,3,"White","N","M",14,"GE"
"6/18/2015",755,3,"White","H","F",7,"CH"
"6/18/2015",306,3,"White","N","M",3,"CH"
"6/18/2015",839,3,"White","H","F",5,"CH"
"6/18/2015",244,2,"White","N","M",0,"ED"
"6/18/2015",244,3,"White","N","M",1,"ED"
"6/18/2015",1750,3,"White","N","F",2,"ED"
"6/18/2015",NA,3,"White","N","M",5,"DA"
"6/20/2015",140,3,"White","H","M",1,"ID"
"6/18/2015",26,3,"White","H","M",4,"HE"
"6/18/2015",1934,3,"White","N","M",3,"DA"
"6/18/2015",2245,3,"White","N","M",3,"DA"
"6/18/2015",2222,2,"White","H","M",2,"HE"
"6/18/2015",2348,3,"White","N","M",3,"DA"
"6/18/2015",2230,3,"White","N","M",4,"DA"
"6/19/2015",51,3,"Black","N","M",1,"DA"
"6/19/2015",203,3,"White","H","F",8,"HE"
"6/19/2015",NA,3,"Black","N","M",0,"DA"
"6/19/2015",NA,3,"White","N","F",24,"AP"
"6/19/2015",NA,3,"White","H","F",22,"HE"
"6/19/2015",40,3,"White","N","M",1,"BA"
"6/19/2015",47,3,"White","N","M",1,"BA"
"6/19/2015",2350,3,"White","N","M",5,"BA"
"6/20/2015",221,2,"White","N","M",2,"GE"
"6/20/2015",110,3,"White","H","M",11,"GE"
"7/9/2015",NA,3,"Black","N","M",18,"GE"
"6/20/2015",347,3,"White","H","M",4,"ID"
"6/20/2015",54,3,"White","H","M",3,"ID"
"6/20/2015",125,3,"White","H","M",4,"ID"
"6/20/2015",10,3,"Black","N","F",2,"ED"
"6/20/2015",221,3,"White","N","M",5,"GE"
"6/20/2015",118,3,"White","H","M",1,"ID"
"6/20/2015",NA,3,"White","N","M",3,"DA"
"6/20/2015",2011,2,"White","H","M",4,"CH"
"6/20/2015",2329,3,"White","H","M",1,"FR"
"6/20/2015",2323,3,"White","H","M",3,"FR"
"6/20/2015",2329,3,"White","H","M",3,"FR"
"6/20/2015",221,3,"White","N","M",2,"GE"
"6/20/2015",221,3,"White","N","M",5,"GE"
"6/20/2015",110,3,"White","H","M",2,"GE"
"6/20/2015",NA,3,"Black","N","M",2,"ED"
"6/20/2015",400,3,"White","H","M",1,"ID"
"6/20/2015",53,3,"White","H","M",5,"ID"
"6/20/2015",NA,3,"White","H","M",2,"FR"
"6/20/2015",2323,3,"White","H","M",1,"FR"
"6/20/2015",2323,3,"White","H","M",0,"FR"
"6/21/2015",233,3,"White","N","M",8,"GE"
"6/21/2015",2044,3,"White","H","M",4,"HE"
"6/21/2015",2305,3,"White",NA,"M",9,"GE"
"6/21/2015",0,3,"Black","N","M",3,"GE"
"6/21/2015",215,3,"White","N","M",5,"GE"
"6/21/2015",214,3,"White","N","M",11,"GE"
"6/21/2015",214,3,"White","N","M",11,"GE"
"6/21/2015",1729,3,"White","N","F",3,"HE"
"6/21/2015",210,3,"White","N","M",5,"GE"
"6/21/2015",230,3,"Black","N","M",2,"GE"
"6/21/2015",236,3,"Black","N","M",8,"GE"
"6/21/2015",214,3,"White","N","M",17,"GE"
"6/21/2015",NA,3,"Black","N","M",7,"GE"
"6/21/2015",245,3,"Black","N","M",2,"GE"
"6/22/2015",230,3,"White","N","F",1,"AD"
"6/22/2015",914,3,"White","N","F",3,"ED"
"6/22/2015",2308,3,"Black","N","M",2,"CH"
"6/22/2015",NA,2,"White","H","M",3,"FR"
"6/22/2015",2214,3,"White","H","F",2,"ED"
"6/22/2015",2100,3,"Black","N","M",2,"CH"
"6/22/2015",NA,3,"White","H","F",1,"FR"
"6/22/2015",1000,2,"White","N","M",4,"FR"
"6/23/2015",925,3,"White","N","F",17,"FR"
"6/23/2015",1516,23,NA,"H","M",7,"ID"
"6/23/2015",NA,3,"White","N","M",16,"ID"
"6/23/2015",930,3,"White","N","F",6,"FR"
"6/24/2015",1245,3,"Black","N","M",21,"ED"
"6/24/2015",158,3,"Black","N","M",14,"ED"
"6/24/2015",11,3,"White","H","M",1,"FR"
"6/24/2015",1618,3,"Black","N","M",16,"ED"
"6/24/2015",1618,3,"Black","N","M",0,"ED"
"6/24/2015",1618,3,"Black","N","M",5,"ED"
"6/24/2015",336,3,"Black","N","M",3,"ED"
"6/24/2015",1240,3,"Black","N","M",11,"ED"
"6/25/2015",NA,3,"White","N","F",12,"ID"
"6/25/2015",10,3,"White","H","M",6,"GE"
"6/25/2015",1734,3,"White","N","F",3,"BA"
"6/25/2015",2237,3,"White","H","F",3,"FR"
"6/25/2015",2345,3,"White","H","M",2,"GE"
"6/25/2015",2343,3,"White","H","M",21,"GE"
"6/25/2015",17,3,"White","N","M",0,"AD"
"6/25/2015",2252,3,"White","N","M",18,"AD"
"6/25/2015",2053,2,"White","N","M",5,"FR"
"6/25/2015",2301,3,"White","N","M",1,"AD"
"6/25/2015",NA,3,"White","H","M",1,"FR"
"6/25/2015",NA,3,"White","H","M",18,"GE"
"6/25/2015",NA,3,"White","H","M",19,"FR"
"6/26/2015",329,3,"White","H","M",7,"GE"
"6/26/2015",2009,3,"White","N","M",1,"AD"
"6/26/2015",NA,3,"White","N","M",2,"AD"
"6/26/2015",2014,3,"White","N","M",6,"AD"
"6/26/2015",2300,3,"White","N","M",3,"HE"
"6/26/2015",2316,3,"White","N","M",9,"HE"
"6/26/2015",2257,3,"White","N","M",1,"HE"
"6/26/2015",NA,3,"White","H","M",2,"GE"
"6/27/2015",1159,3,"Black","N","F",6,"HE"
"6/29/2015",2153,3,"White","H","M",2,"FR"
"6/27/2015",32,3,"Black","N","M",4,"CH"
"6/27/2015",241,3,"White","H","M",6,"CH"
"6/27/2015",1200,3,"Black","N","F",7,"HE"
"6/28/2015",222,2,"White","H","M",1,"ED"
"6/28/2015",1814,3,"White","H","M",4,"HE"
"6/28/2015",828,3,"Black","N","M",14,NA
"6/28/2015",835,3,"Black","N","M",12,NA
"6/28/2015",830,2,"Black","N","M",11,NA
"6/28/2015",559,3,"White","N","M",2,"ED"
"6/28/2015",828,3,"Black","N","M",13,NA
"6/29/2015",NA,3,"White","H","M",1,"HE"
"6/29/2015",750,3,"Black","N","F",6,"HE"
"6/29/2015",NA,3,"White","H","M",14,"ID"
"6/29/2015",NA,3,"Black","N","M",5,"ID"
"6/29/2015",205,3,NA,NA,NA,3,"GE"
"6/29/2015",200,3,"White","N","M",21,"GE"
"6/29/2015",111,3,"White","H","M",3,"HE"
"6/29/2015",200,3,NA,NA,NA,3,"GE"
"6/29/2015",2136,3,"White","H","M",4,"FR"
"6/29/2015",1316,3,"White","N","M",5,"HE"
"6/29/2015",NA,3,"White","N","M",20,"DA"
"6/29/2015",1323,3,"White","H","M",8,"ID"
"6/30/2015",121,3,"White","H","M",6,"CH"
"6/30/2015",2234,3,"White","H","M",11,"ED"
"6/30/2015",2340,3,"White","H","M",2,"ED"
"6/30/2015",2340,3,"White","H","M",1,"ED"
"6/30/2015",NA,3,"White","H","M",21,"ED"
"7/2/2015",2333,2,"Black","N","F",18,"CH"
"7/2/2015",2121,3,"Black","N","F",1,"ID"
"7/2/2015",2100,3,"Black","N","F",1,"ID"
"7/2/2015",NA,3,"White",NA,"M",6,"FR"
"7/2/2015",NA,3,"Black","N","F",7,"ID"
"7/2/2015",NA,3,"Black","N","F",0,"ID"
"7/2/2015",NA,3,"White","N","M",14,"ID"
"7/18/2015",1856,3,"White","N","M",8,"HE"
"7/2/2015",1420,3,"White","H","F",5,"ED"
"7/2/2015",1541,3,"White","H","F",10,"ED"
"7/2/2015",245,3,"Black","N","M",2,"ED"
"7/2/2015",NA,3,"White","H","F",3,"ED"
"7/3/2015",1652,3,"White","N","M",7,"GE"
"7/3/2015",2253,3,"Black","H","M",4,"HE"
"7/3/2015",2250,3,"Black","H","M",7,"HE"
"7/3/2015",NA,3,"Black","H","M",1,"HE"
"7/4/2015",NA,3,"White","N","M",1,"ID"
"7/4/2015",213,3,"White","N","M",1,"ID"
"7/4/2015",1932,3,"Black","N","F",5,"AD"
"7/4/2015",1920,3,"Black","N","F",5,"AD"
"7/4/2015",819,3,"White","N","F",3,"ED"
"7/4/2015",1930,3,"Black","N","F",9,"AD"
"7/4/2015",2347,3,"White","H","M",3,"ED"
"7/4/2015",27,2,"White","H","M",3,"HE"
"7/4/2015",2113,3,"White","H","M",3,"FR"
"7/4/2015",NA,3,"White","H","M",10,"FR"
"7/5/2015",NA,3,NA,NA,NA,2,"GE"
"7/5/2015",2119,3,"White","N","M",4,"DA"
"7/6/2015",NA,3,"White","H","M",12,"BA"
"7/5/2015",2119,3,"White","N","M",8,"DA"
"7/5/2015",2210,3,"White","H","M",11,"GE"
"7/5/2015",1110,3,"White","H","M",7,"BA"
"7/5/2015",1214,3,"White","H","M",5,"BA"
"7/5/2015",2119,3,"White","N","M",8,"DA"
"7/5/2015",NA,3,"White","H","M",1,"FR"
"7/5/2015",637,3,"White","H","M",0,"FR"
"7/5/2015",338,3,"Black","N","M",2,"ED"
"7/5/2015",2210,3,"White","H","M",16,"GE"
"7/5/2015",302,3,NA,NA,NA,2,"GE"
"7/5/2015",NA,3,"White","H","M",7,"GE"
"7/27/2015",NA,3,"White","N","M",3,"FR"
"7/5/2015",NA,3,"White","H","M",7,"GE"
"7/5/2015",339,3,"Black","N","M",2,"ED"
"7/5/2015",NA,1,"White","N","M",1,"ED"
"7/5/2015",415,1,"White","N","M",1,"ED"
"7/5/2015",415,1,"White","N","M",0,"ED"
"7/5/2015",450,1,"White","H","M",13,"GE"
"7/6/2015",140,3,"White","H","M",11,"GE"
"7/6/2015",2110,3,"White","N","M",11,"DA"
"7/6/2015",NA,3,"White","N","F",0,"FR"
"7/6/2015",2006,3,"White","H","M",3,"BA"
"7/7/2015",1413,3,"White","H","M",8,"GE"
"7/7/2015",139,3,"Black","N","M",5,"GE"
"7/7/2015",NA,3,"White","H","M",4,"GE"
"7/7/2015",NA,3,"Black","N","M",1,"ED"
"7/7/2015",NA,3,"White","N","F",17,"FR"
"7/8/2015",820,2,"Black","N","M",13,"AD"
"7/8/2015",2010,2,"Black","N","M",2,"HE"
"7/8/2015",2051,3,"Black","N","M",8,"GE"
"7/8/2015",1745,3,"White","N","F",1,"ID"
"7/8/2015",1745,3,"White","N","F",3,"ID"
"7/8/2015",NA,3,"White","N","F",21,"BA"
"7/8/2015",1431,3,"White","N","F",13,"FR"
"7/8/2015",1750,3,"White","N","F",4,"ID"
"7/9/2015",8,2,"Black","N","M",5,"CH"
"7/9/2015",2349,3,"White","N","M",1,"BA"
"7/9/2015",908,3,"Black","N","M",13,"ID"
"7/9/2015",2200,3,"White","H","M",8,"ED"
"7/9/2015",910,3,"Black","N","M",14,"ID"
"7/9/2015",1004,3,"Black","N","M",12,"ID"
"7/9/2015",2200,3,"White","H","M",11,"ED"
"7/9/2015",NA,3,"Black","N","M",13,"ID"
"7/9/2015",2031,3,"Black","N","M",5,"GE"
"7/9/2015",2328,3,"Black","N","M",4,"CH"
"7/10/2015",1610,3,"Black","N","M",2,"GE"
"7/10/2015",NA,3,"White","H","F",7,"CH"
"7/10/2015",1204,3,"Black","N","F",5,"HE"
"7/10/2015",2129,3,"White","N","M",8,"GE"
"7/10/2015",1315,3,"Black","N","F",15,"HE"
"7/10/2015",1815,3,"Black","N","M",4,"CH"
"7/10/2015",1815,3,"Black","N","M",3,"CH"
"7/10/2015",1610,2,"Black","N","M",2,"GE"
"7/11/2015",414,3,"White","N","M",2,"BA"
"7/11/2015",1057,2,"Black","N","M",20,"FR"
"7/11/2015",NA,1,"White","H","M",2,"ED"
"7/11/2015",1428,3,"White","H","M",3,"ED"
"7/11/2015",NA,3,"White","N","M",17,"BA"
"7/11/2015",1758,3,"White","N","M",1,"BA"
"7/11/2015",NA,1,"White","N","M",1,NA
"7/12/2015",227,3,NA,NA,NA,10,"GE"
"7/12/2015",NA,3,"White","H","F",5,"FR"
"7/12/2015",2216,3,"White","H","F",2,"FR"
"7/12/2015",2219,3,"White","H","M",2,"FR"
"7/12/2015",402,3,"White","H","M",4,"GE"
"7/12/2015",NA,3,"White","H","M",22,"FR"
"7/12/2015",NA,3,NA,NA,NA,17,"GE"
"7/12/2015",NA,3,NA,NA,NA,17,"GE"
"7/13/2015",340,3,"White","N","M",0,"FR"
"7/13/2015",340,3,"White","N","M",3,"FR"
"7/13/2015",340,3,"White","N","M",3,"FR"
"7/13/2015",2233,3,"Black","N","M",1,"ED"
"7/13/2015",340,3,"White","N","M",0,"FR"
"7/13/2015",2233,2,"Black","N","M",5,"ED"
"7/14/2015",1150,3,"White","H","M",7,"FR"
"7/14/2015",1150,3,"White","H","M",13,"FR"
"7/14/2015",1826,3,"White","N","M",5,"GE"
"7/14/2015",NA,3,"White","H","M",4,"ED"
"7/14/2015",1507,3,"White","N","F",5,"ED"
"7/14/2015",1507,3,"White","N","F",9,"ED"
"7/14/2015",1507,3,"White","N","F",3,"ED"
"7/14/2015",2114,3,"White","H","M",4,"BA"
"7/14/2015",2114,3,"White","H","M",3,"BA"
"7/14/2015",NA,3,"White","N","M",8,"GE"
"7/15/2015",1558,3,"Black","N","M",4,"FR"
"7/15/2015",2147,3,"Black","N","F",2,"ED"
"7/15/2015",1605,3,"White","H","M",5,"ID"
"7/15/2015",1102,3,"Black","N","M",5,"FR"
"7/15/2015",1104,3,"Black","N","M",7,"FR"
"7/15/2015",NA,3,"Black","N","M",7,"ED"
"7/15/2015",NA,3,"Black","N","M",7,"ED"
"7/15/2015",1554,2,"White","H","M",4,"ID"
"7/16/2015",209,3,"White","H","M",2,"GE"
"7/16/2015",1502,2,"White","N","M",5,"AD"
"7/16/2015",209,3,"White","H","M",8,"GE"
"7/16/2015",NA,3,"Black",NA,"F",3,"CH"
"7/16/2015",209,3,"White","H","M",3,"GE"
"7/16/2015",NA,3,"White","N","M",8,"BA"
"7/16/2015",2228,3,"White","N","M",4,"BA"
"7/16/2015",NA,3,"Black","N","F",4,"CH"
"7/16/2015",1502,3,"White","N","M",3,"AD"
"7/16/2015",1502,3,"White","N","M",5,"AD"
"7/16/2015",NA,3,"White","N","M",0,"BA"
"7/16/2015",NA,3,"White","N","M",18,"BA"
"7/17/2015",254,3,"White","N","M",10,"BA"
"7/17/2015",155,3,"White","H","M",3,"CH"
"7/17/2015",225,3,"Black","N","M",4,"GE"
"7/17/2015",352,3,"White","H","M",3,"CH"
"7/17/2015",157,3,"White","H","M",10,"CH"
"7/17/2015",NA,3,"White","N","M",20,"ID"
"7/17/2015",717,3,"White","N","M",5,"ID"
"7/17/2015",548,3,"White","N","M",10,"BA"
"7/17/2015",NA,3,"White","H","M",9,"FR"
"7/17/2015",1600,3,"White","H","M",8,"FR"
"7/17/2015",NA,3,"White","N","M",2,"DA"
"7/17/2015",NA,3,"White","N","M",29,"DA"
"7/18/2015",2125,3,"White","H","M",1,"FR"
"7/18/2015",2145,3,"White","H","M",5,"FR"
"7/18/2015",NA,3,"Black","N","M",7,"CH"
"7/18/2015",2213,3,"White","N","M",3,"HE"
"7/18/2015",1756,2,"White","H","M",3,"ED"
"7/18/2015",1759,3,"White","N","F",1,"ED"
"7/19/2015",130,3,"Asian","N","M",3,"FR"
"7/19/2015",NA,3,"White","N","F",3,"CH"
"7/19/2015",1708,3,"White","N","F",24,"CH"
"7/19/2015",1554,2,"White","N","M",4,"BA"
"7/19/2015",2340,3,"Black","N","F",2,"GE"
"7/19/2015",NA,3,"Black","N","F",1,"GE"
"7/19/2015",NA,3,"White","N","F",2,"DA"
"7/20/2015",2140,3,"White","H","M",3,"DA"
"7/20/2015",1911,2,"White","N","M",0,"FR"
"7/20/2015",1725,3,"Black","N","F",3,"ID"
"7/20/2015",NA,3,"White","N","M",8,"FR"
"7/20/2015",NA,3,"White","N","M",13,"FR"
"7/20/2015",1725,3,"Black","N","F",0,"ID"
"7/20/2015",1725,3,"Black","N","F",1,"ID"
"7/20/2015",1725,3,"Black","N","F",3,"ID"
"7/21/2015",826,2,"Black","N","M",9,"ED"
"7/21/2015",NA,3,"White","H","M",15,"AD"
"7/21/2015",NA,2,"Black","N","M",3,"ID"
"7/21/2015",2205,3,"Black","N","M",0,"FR"
"7/21/2015",NA,3,"White","H","F",18,"CH"
"7/21/2015",826,2,"Black","N","M",3,"ED"
"7/22/2015",1600,2,"White","H","M",17,"HE"
"7/22/2015",NA,3,"Black","N","M",1,"CH"
"7/22/2015",2217,3,"Black","N","M",3,"FR"
"7/22/2015",2222,3,"Black","N","M",3,"FR"
"7/22/2015",1950,3,"Black","N","M",0,"BA"
"7/22/2015",1958,3,"Black","N","M",1,"BA"
"7/22/2015",2015,3,"Black","N","M",0,"BA"
