"officer_badge_number","officer_name"
"10420","Cindy Alvarado2"
"5981","Eva Cadena"
"9873","Daniel Summers"
"10561","Christopher Slone"
"10814","John Mays"
"10675","Ja'qualyn Mitchell"
"8736","Sabrina Vanegas"
"7096","Russell Sanchez"
"10062","Tawanna Williams"
"10495","Shawna Alvarez"
"10783","Olivia Zambrano"
"10570","Quoc Le"
"5806","Randy Turner"
"9657","Kyle Kelly"
"10721","Liza Spencer"
"6111","Gregory Roby"
"9738","Daniel Campbell"
"8610","Matthew Mclain"
"9426","Jonathan Wortham"
"9724","Heidi Heidt"
"9610","Elaine Hassmann"
"9320","Michael Shutka"
"10350","Chad Seward"
"7375","Edmundo Lujan"
"10131","David Brintnell"
"8995","Michael Cornell"
"8862","Jose De La Cruz"
"10447","Albert Jefferson Iii"
"10827","Taylor Thomas"
"7566","Edward Parker"
"9984","Johnnie Hamilton"
"8214","Michael Mayorga"
"10314","Joel Bennett"
"10679","Cody Witt"
"6438","Michael Barnett"
"9837","Kevin Smith"
"9451","Steven Ulas"
"10653","John Vasquez"
"7543","Humberto Avila Ii"
"9870","Stephen Shay"
"10378","Jeanie Chun"
"5317","Brynley Wetton"
"10809","Areal Huddleston"
"5594","James Veeser"
"10773","Dionicio Buitron Iv"
"10218","Wendell Peters"
"10480","Frederick Lozano"
"9356","Steven Jedlowski"
"10305","Frederick Strickland"
"8840","Jorge Tinajero"
"6847","Roberto Villalba"
"9765","John Knight"
"10543","Brennen Blevins"
"10562","Christian Mullins"
"7048","Natascha Hunt"
"10618","Rudi Contreras"
"9212","Paulo Betancourt"
"10530","Kendal Jones"
"10506","Cody Clark"
"7373","Sean Moses"
"9231","Sara Sheerin"
"9340","Derek Gaffney"
"8929","Jeffrey Newhouse"
"5703","Julie Munster"
"9975","Eric Duncan"
"10453","Laura Odell"
"10384","Briana Garcia"
"7929","Gregory Epley Jr"
"9619","Charles Timmons Ll"
"7171","Michael Holguin"
"5360","James Mismash"
"9085","Demont Hickman"
"9216","Steven Papas"
"6386","John Nash Iii"
"9311","Lasharon Watson"
"10371","Coreon Edmond"
"10716","Matthew Lowe"
"9652","Pablo Rojas"
"10469","Nolan Lewis"
"7712","Heather Hebert"
"9257","Ryan Gillespie"
"9819","Yvette Gonzales"
"10553","Briana Redwine"
"8791","Kevin Williams"
"10725","Paul Smith"
"8175","Roy Jenkins"
"6723","Angela Chaney"
"9888","Michael Keller"
"10535","Christopher Mazin"
"10487","Justin Kash"
"9857","Jeffrey Hunter"
"10771","Jonathan Anderson"
"7833","Jeremy Arnott"
"9264","Margarito Gonzalez"
"8575","Paul Logan"
"8184","Mark Rickerman"
"8711","Deryan Laury"
"8035","Clayton Woods"
"9757","Melissa Bruner"
"10695","Kevin Yeatman"
"9697","Bryan Crenshaw"
"7091","Michael Bricker"
"10464","Jared Maddox"
"4944","David Burnham"
"6158","Ronald Cathcart"
"7872","Howard Lampert"
"4907","Diane Takats"
"9783","Brett Rosen"
"10507","Griffin Mccarthy"
"5517","William Hedges"
"5899","David Campbell"
"10650","Quxavier Taylor"
"10795","Min Woo An"
"6110","Steven Stribley"
"9241","Mary Carney"
"113078","Kevin Thomas"
"10865","Emmanuel Cano"
"9928","Jeremy Courson"
"6791","Daymond Patterson"
"8015","Jason Carroll"
"9439","Scott Whitmire"
"10413","Ricardo Corral"
"9477","Valerie Medellin"
"8823","William Macdonald"
"9298","Kevin Kirchdorfer"
"10521","Brandon Anderson"
"10405","Alexis Gonzalez"
"10593","Victor Rocha"
"10801","Thomas Guerrero"
"7947","Lisette Rivera"
"10385","Oscar Garcia"
"8873","Brian Egger"
"4007","Nicky Earwood"
"8029","Maria Cole"
"10680","Diego Ortiz"
"9794","Marc Bird"
"9371","Ashley Olford"
"9058","Kesha Ferguson"
"9280","Brandon Stephens"
"8022","Mathew Kalinec"
"5185","Andrew Klein"
"6426","Brian Snodgrass"
"10782","Eric Rusch"
"9893","Sammie Robinson"
"10105","Arif Khan"
"8347","Shayla Adams"
"8181","Angela Esparza"
"5906","Xavier Castillo"
"10309","William Davis"
"9184","Dru Donnell"
"5202","Laurie Wigley"
"8424","Robert Sauermann"
"5170","Todd Woolum"
"6601","Willie Parham"
"F0130","Randy Sanders"
"10031","Frank Serra"
"10142","William Bennett"
"7892","Cuteria Rush Jr"
"9540","Joann Sanchez"
"8594","Christopher Cortez"
"9249","Joel Teft Jr."
"9124","John Fiore"
"5995","Brian Giles"
"9130","Darrus Edberson"
"6572","Tyrone Andrews"
"10537","David Gibbs"
"10665","Cory Needham"
"9037","Cyrus Zafrani"
"10751","Esteban Cabello Jr"
"10643","Jose Garcia"
"10723","Rodrigo Benites Jr"
"10514","Anthony Sparks"
"10210","Brandon Rickman"
"9897","James Etchieson"
"5945","Duncan Wilkins"
"5662","Craig Johnson"
"F0251","Kevin Obrien"
"10738","Bradley Tillery"
"10320","Matthew Kalash"
"10839","Jeremy Spence"
"9299","Stephen Vineyard Jr"
"10817","Juan Gurrola"
"8927","Joshua Forner"
"6878","Reginald Miller"
"9906","John Carter"
"7896","Monty Henson"
"9889","Merlin Garrett"
"7792","Don Alexander"
"9621","Jason Smith"
"10032","Bradley Kallio"
"7489","Zane Murray"
"7950","Robert Wilcox Jr"
"9344","Jonequia Acrond"
"9842","Matthew Harder"
"9324","Tomas Urena"
"9732","Ruben Lozano"
"9090","Ryan Mccarrick"
"8169","Natalie Carr"
"6746","David Llewellyn"
"10833","Victor Rankins"
"9502","Ernesto Elizondo Jr."
"9749","Michael Ullah"
"8616","Jose Alfaro"
"5315","Mark Ahearn"
"10017","Michael Manuel"
"10154","Ashlon Martin"
"10012","Tony Rollison"
"6485","Jennie Carver-Keeper"
"5676","Stanley Mcdaniel"
"10504","Russell Newsom"
"9714","Eric Wilson"
"5485","Emory Nash Jr"
"7186","Antonio Machorro"
"6617","Paul Park"
"10138","Scott Brust"
"7604","Joseph Meno"
"8722","Joshua Brooks"
"7528","Dennis Mcinnis"
"7251","Andrew Sommer"
"7871","Harold Lemmons"
"8659","Austin Mcavoy"
"7117","Joel Curtis"
"9953","Luis Velazquez"
"7596","Matthew Meltabarger"
"6212","Lesley Miller"
"10444","Fred Reyes Jr."
"8771","Terrence Savior"
"9761","Daniel Sinclair"
"10465","Chassiti Hicks"
"9597","Stanley Stokely"
"5533","Steven Richards"
"7012","Jason Sibley"
"10513","James Johnson"
"10282","Avery Williams"
"9112","Wayne Bartlett"
"10532","Joshua Conklin"
"10225","Colin Trombetta"
"9780","Vernon Anthony Iii"
"9486","Andrew Hutchins"
"10491","David Yancey"
"8992","Raymond Dumont Ii"
"8748","Ryan Smola"
"10715","Alec Lopez"
"8353","Alicia Finney"
"9584","Brandon Sampson"
"10353","Zachary Hopkins"
"10335","Melanie Evans"
"10732","Preston Bigger"
"8956","Kelvin Woodburn"
"10104","Dwayne Leonguerrero"
"7399","Richard Harding"
"M176","Fredrick Muldrow"
"8978","Wes Melton"
"10056","Marcos Ortiz"
"9980","Brent Carter"
"9925","Adrian Coleman"
"8193","Lorne Ahrens"
"8581","Fredrick Patterson"
"8492","David Grant"
"9856","Terance Thompson"
"6389","David Frykholm"
"7959","Randall Presley"
"9556","Jon Williams"
"9301","Carlton Nelson"
"7979","Jerry Jernigan"
"M590","Reynaldo Alonso"
"5413","George Farmakis"
"10415","Joshua Mull"
"4732","Matthew Gnagi"
"10407","Yahir Perez"
"9142","Raymond Petty"
"10429","Christopher Deltoro"
"5823","Jerry Williams"
"10266","Robert Hollingsworth"
"10706","Zacharie Perez"
"9894","Robert Fought"
"7989","Charles Ned"
"5912","Tri Ngo"
"10174","Anthony Young"
"5709","Ursula Lamb"
"9797","Montriville Davis"
"6308","Russell Stephens"
"10883","Calvin Dillard"
"10438","Landon Cooksey"
"6950","Donald Taylor"
"9138","Andrew Palmer"
"6362","David Salomon"
"9228","Matthew Allie"
"6355","Martin Bosse"
"10485","Jeremy Johnson"
"10020","Ryan Willis"
"10707","Michael Lee"
"9213","Maurice Addison"
"6991","Esteban Montenegro"
"8850","Cortney Thornton"
"10052","Ricardo Salas"
"6941","Lovy Page"
"4757","Pam Dominguez"
"10226","Clayton Mytych"
"10025","Thomas Schiller"
"9548","Sean Brown"
"8896","Kevin Lee"
"9616","Jeffrey Bruckerhoff"
"8502","Ricardo Rodriguez"
"9239","Gregory Watkins"
"10411","Matthew Bartus"
"6042","Michael Igo"
"6838","Bonita Morgan"
"9494","Daniel Russell"
"6848","Eddie Reynolds"
"10624","Jose Arvizu"
"7656","Bennette Harris"
"9669","Bernardino Ledezma"
"5672","Theodore Weissenborn"
"9629","Jesus Saucedo Jr."
"R248","Richard Arnstein"
"7786","Karen Dewberry"
"9581","Nathaniel Draughon"
"9059","Daniel Babb"
"7723","Gregory Garcia"
"10459","Daniel Ponce"
"9907","Dennis Spears Jr"
"7180","Debora Taylor"
"9244","Jared Johnson"
"6861","Simon Alvarado Jr"
"10057","Erik Vasquez"
"10808","Christopher Ferguson"
"6765","David Horton"
"8899","Michael Koller"
"5233","Charles Marsh"
"9812","Celeste Lucero"
"10264","Amanda Young"
"9638","Brent Johnson"
"10820","Stephanie Mcgee"
"10712","Marcus Negron"
"10764","Dean Catanzaro"
"10276","Brandon Griffin"
"10579","Sofia Hernandez"
"9202","Richard Crain"
"10681","Johnny Walker"
"8877","Angelo Dragija"
"4396","Raul Moreno"
"10053","Angela Williams"
"7732","Gregory Fregeau"
"8796","Aaron Gajkowski"
"10516","Zachery Johnson"
"10625","Seth Ragland"
"6906","Brent Jones"
"8710","Willie Mckeever"
"5299","Scott Brookman"
"10261","Ryan Dorey"
"10797","Joseph Webb"
"10041","Cordia Limson"
"10119","Thomas Nowicki"
"6922","Marilyn Guenther"
"9914","Albert Sanchez"
"7835","Jeffrey Miller"
"10168","Robert Lyons"
"7650","Juan Aguinaga"
"8340","Brenda Rivera"
"6992","Richard Santiesteban"
"9605","Benjamin Talley"
"10038","Tramelle Mcneal"
"7427","Evelardo Perez"
"10403","Carlos De La Fuente"
"9304","Keith Lewis"
"10759","Nathan Ramlow"
"8522","Justin Bowen"
"9938","Brian Madalinski"
"7473","Phyllis Evans"
"6501","Ronnie Anderson"
"10106","Keyonta Gamble"
"7832","Clayton Edwards Iii"
"4055","David Renfro"
"10729","Jeffrin Jose"
"9480","Jay Dickson"
"10575","Erin Evans"
"9827","Jose Gamez"
"8204","James Mcinnis"
"9428","William Mccluskey"
"3698","Raul Duarte"
"7565","Marcos Castilla"
"5796","Benito Hernandez Jr"
"9830","Tyler Mills"
"7999","Cathy Blanchard"
"7652","Steven Mckee"
"6962","Michael Pottorff"
"7286","John Merritt"
"9359","Christopher Watson"
"F0155","Tim Clark"
"9712","Travis Cardinal"
"8153","Kevin Perkins"
"9913","Deshawn Webster"
"4860","Stephen O'donnell"
"10426","Veronica Alejandro"
"10637","Johnie Ellis"
"9595","Louis Pacheco"
"7942","Tracy Glenn"
"9347","Francisco Nevarez"
"10552","Le Chau"
"4246","Susan South"
"8869","David Crowley"
"10256","Falin Daniels"
"10306","Corey Wright"
"10061","Ricardo Solis"
"10178","Bryan Swanson"
"10212","David Ansley"
"9993","Shane Voss"
"10440","Cameron Peterson"
"8811","Justin Roberts"
"10775","Harold Martin"
"9962","Joshua Steger"
"10072","Jakarsha Carter"
"6149","Deborah Grabowski"
"9606","Darryl Womack"
"8196","Ricky Scott"
"10078","Jefferson Hunt"
"8428","Brian Doty"
"8100","Jason Brower"
"9074","Jeremy Pulliam"
"8648","Jasper Hughes"
"8727","Dale Ordogne"
"8388","Herbert Smilie"
"9407","Kirk Kelley"
"8730","Steve Myers"
"9666","Daniel Richmond"
"5395","David Baker"
"10202","Daniel Arrivillaga"
"6812","Patrick Cohen"
"7178","Michael Yeric"
"9546","Kyle Hubert"
"10671","Kristen Ethridge"
"10494","Christofer Armstrong"
"10323","Abraham Palomo"
"6073","Kurt Zavishlak"
"10668","Christopher Berry"
"8649","Edrick Smith"
"8925","John Lopez"
"5860","Ramon Rojas Jr"
"8285","Joseph Bowling"
"10355","Calvin Bretel"
"10252","John Ll La Pietra"
"9748","Edward Tarangioli Iii"
"9904","Shawn Warren"
"9430","Joseph Almachar"
"7485","Amber Hernandez"
"9295","Christopher Langlois"
"9703","Jesse Rodriguez"
"M190","David Salazar"
"5857","William Griffith Ii"
"10139","Dameon Sansom"
"8505","Graham Quattlebaum"
"7852","Benustiano Avila"
"F0230","Derrick Cherry"
"9784","Edwin Saracay"
"10334","John Pena"
"10408","Jerime Anderson"
"10449","Courtney Collins"
"10651","Riley Ebensberger"
"5258","Kimberly Crawford"
"9576","Debra Webb"
"10322","Daniel Townsend"
"9544","Tramese Andrews"
"9585","Otoniel Boudet"
"6496","Stephen Hoyer"
"7482","Joe King"
"4865","Michael Poole"
"10743","Silvestre Hernandez Jr"
"10766","Henry Edwards"
"10035","Daniel Vanderslice"
"10144","Jonathan Burch"
"10365","Crystal Gonzalez"
"5085","David Durica"
"10245","Brian Suitt"
"10556","Jeremy Shepherd"
"10188","Jeffery Kunzler"
"4916","Jeffrey Williamson"
"6006","Vickie Stonaker"
"7063","Derrick Wright"
"10370","Misty Torres"
"10398","Adrian Velazquez"
"9391","Richard Stewart"
"5516","John Umpleby"
"9811","Talaya Allen-Carswell"
"8915","Matthew Terry"
"M122","David Hobbs"
"6830","Lawrence Coddington Jr"
"10293","John Zaudke"
"9739","Jake Morgan"
"10548","Nestor Munoz"
"8679","Phillip Ralson"
"9178","Daniel Cole"
"5640","Stephen Walthall"
"10760","David Toy Jr"
"9670","Luis Sanchez"
"8377","Bradley Ellis"
"7893","Mark Johnson"
"7913","Bobby Durham Jr"
"10237","Hugo Lupercio"
"9011","Brandon Byrd"
"5738","Kevin King"
"9252","Thomas Laidacker"
"8608","Andrew Fuka"
"10684","Yukang Yi"
"9601","Robert Hull"
"10635","Eric Duffek"
"7505","Ivery Croson"
"9824","Michael Kennedy"
"8149","Daniel Greene"
"10713","Archie Thomas Jr"
"8868","Joshua Cloutier"
"6841","Paul San Martino"
"8106","Charles Moreland Jr"
"6414","Steven Osborne"
"8051","Jefferey Blanch"
"9541","Jaime Alvarado Jr."
"5636","Byron Sims"
"10636","Elliott Howell"
"8969","Cesar Soto"
"10326","Louis Parker"
"10111","Alexander Blois"
"9618","Christopher Cooley"
"9717","Scott Corkery"
"10067","Michael Batiste"
"8947","Christopher Todd"
"9956","Michael Sykes"
"8906","Raul Hernandez"
"6132","James Bordelon Jr"
"9296","Jeffrey Tucker"
"9931","Casey Esch"
"10463","Portia Wilson"
"5495","Lance Raymond"
"10592","Guillermo Corona"
"8682","Donald Dean"
"9364","Jon Tutt"
"8799","Zachary Davis"
"10693","Sergio Ortiz"
"10588","Angelle Ponseti"
"9537","Misty Manor"
"8254","Isaac Sipriano Iii"
"10358","Christopher Alisch"
"7498","Armando Dominguez"
"7453","Donald Francikowski"
"6877","George Gonzales"
"10257","Robert Wheelock Iii"
"10112","Patricio Zamarripa"
"6662","Mark Mladenka"
"9198","Johnathan Schutz"
"9895","Sean Mock"
"10195","Luis Estrella"
"8088","Germaine Walls"
"10018","Andrew Winchester"
"10345","Derrick Coleman"
"9326","Gabriel Candelaria"
"9189","Ricardo Campbell"
"8144","Phillip Gordon"
"9442","Troy Allison"
"10452","Hans Campbell"
"9773","Caleb Johnson"
"9835","James Todd"
"8639","Felicia Shipley"
"10612","William Parker"
"6949","Kenny Lopez"
"9626","Justin Marsh"
"10400","Austin Thomason"
"8829","Antonius Charles"
"9631","Joshua Burns"
"8773","Lenard Webb"
"6278","Tonya Taylor"
"7922","Jennifer Mamola"
"9443","Latasha Moore"
"9388","Glen Hurst"
"9713","Mark King"
"10714","Joshua Maldonado"
"8168","Rashaan Douglas"
"7758","Jonathan Mcmillion"
"8546","Maria Valdez"
"7760","Cayce Shelton Iii"
"6012","Frederick Rubin"
"9591","Christopher Ross"
"9032","Darin Watson"
"8308","Erica Troup"
"9258","Donald Holderbaugh"
"9206","Antoine Hughes"
"10080","Samuel Kading"
"8910","Joshua Boykin"
"10619","Riedrick Alceus"
"10788","Nicholas Brooks"
"8928","Elias Herrera"
"8101","David Cervantez"
"10645","Laurent Swanson"
"10194","Ashley Webb"
"10689","Patrick Anderson"
"8936","Marcus Maxwell"
"5352","Kevin Ross"
"9876","Latonia Kelly"
"5475","Jeffrey Ell"
"9273","Jeremiah Byous"
"T255","Debra Allen"
"10152","Joshua Wilson"
"8606","Victor Chandler"
"10615","Richard Pace"
"10410","Sasha Staidum"
"8191","Ryan Dalby"
"10048","Christopher Johnson"
"7170","Stephen Cole"
"8583","Alan Haynes"
"9701","Scott Phillips"
"7562","Scott Jay"
"6995","James Shirley"
"9057","Richard Dallatorre"
"9004","Aaron Rucker"
"6286","Freddie Youngblood"
"8021","Mark Brown"
"9172","Benjamin Yohner"
"9628","Jason Ivie"
"6388","Steven Junger"
"113327","Kofi Woodroffe"
"10216","Kenneth Hughes"
"10128","Kevin Christenson"
"7152","Luis Villarreal"
"9419","Kevin Kelley"
"7533","Janell Wickens"
"9109","Eduardo Oliveros"
"8891","Kristin Alvarado"
"10786","Jesse Bakos"
"7961","Robert Mccall Jr"
"F0254","Simmeana Westbrook"
"10770","Jee Kim"
"10327","Mark Harper"
"9978","Justin Norlock"
"9360","Mikhail Antipov"
"10659","Mark Jasper"
"10560","Brendan Sullivan"
"8975","Nathan Stokes"
"5997","Butch Brown"
"6855","Monte Cates"
"5109","Ronald Caldwell"
"6242","Paul Kovach"
"6082","Zoltan Laky"
"9046","Irene Galvez"
"4159","Matthew Hernandez"
"4211","David Alcala"
"8226","Ezequiel Esparza Jr"
"7635","Derold Thomas"
"8407","Houang Sekung"
"8375","Donald Bailey"
"10674","Beverly Ma"
"9462","Aaron Scott"
"9711","Aaron Tolerton"
"8368","Chad Brisco"
"7927","Joseph Gonzales"
"9802","Richard Kovacs"
"5627","Robert Spurgeon"
"8668","Robert Watson"
"9120","Antonio Hudson"
"6795","Manuel Sanchez"
"9572","Daniel Lacy"
"8310","Carlos Cruz"
"M132","Charles Steele"
"6365","Eric Freeman"
"5747","Kevin Jackson"
"10140","Jason Paulson"
"6717","David Podraza"
"8349","Felisha Malone"
"10316","William Mathis"
"7826","Jorge Guzman"
"7778","Ralph Mcafee"
"10213","Jinni Gonzalez"
"10443","Ruben Martinez Jr."
"4495","Curtis Gage"
"10497","Veronica Garcia"
"6753","Mark Merenda"
"8739","Kashonda Copeland"
"8273","Robin Blades"
"10361","Gianna Giordano"
"10254","Robert Minnich"
"7788","Christopher Anderson"
"5893","Lucy Barnett"
"10421","Natalia Garcia"
"9624","Leah Risse"
"6157","Alfredo Rundell"
"8316","Derek Allen"
"10343","Gary Green"
"7750","Christopher Williams"
"10271","Sonya Barker"
"8552","Kurtis Schmidt"
"8003","Thomas Fry"
"10697","Ignacio Angulo"
"10572","Zachary East"
"5946","Lucas Flores Iii"
"8000","Barney Gilliom"
"7020","Tracy Mitchell"
"7823","Brent Cox"
"M169","Christopher Nixon"
"8287","Bryan Mccullough"
"6971","George Zamora Jr"
"6018","Vidal Olivarez"
"5942","Jeffrey Rosso"
"10484","Ilse Gerardo"
"7771","Billy Rios"
"10574","Delia Sierra"
"9991","Bryan Herr"
"10087","David Santymire"
"9614","Omar Figueroa"
"10654","Austin Levisay"
"7632","Tracy Starks"
"9319","Latoya Rolfe"
"8916","Billy Harris"
"10416","R.l. Rushing"
"7706","Christopher Johanns"
"9101","Walter Payne"
"10290","Katherine Rhodes"
"5440","Edward Anaya"
"5812","Brett Tate"
"10209","Eric Enriquez"
"9966","Kellie Renfro"
"104471","Allison Littleford"
"6902","Rafael Esquivel"
"9646","Richard Lattin"
"9390","Justin Lockhart"
"10569","Jason Henrichs"
"5425","Daniel Larkin"
"5864","Timothy Lennington"
"7803","Chad Mraz"
"9425","Ernesto Vela"
"10108","Esteban Flores"
"9450","Luis Patrel"
"6863","Jeffrey Abeare"
"9692","Whitt Melton"
"T102","Donald Brown"
"7067","George Adame"
"7098","Christopher Evans"
"10571","Michael Sullivan"
"6614","Robert Wilkerson"
"8694","Patrick Jobe"
"10518","Antwan Dunn"
"10211","Mundell Spence"
"6679","Kevin Janse"
"10066","Evan Muller"
"9742","Zachary Craven"
"8456","Michael Vaughn"
"5885","David Kattner"
"7691","David Clark Jr"
"8646","David Marchioni"
"10356","Baldemar Ledezma"
"8189","Marilyn Edwards"
"7330","Tracy Jones"
"6400","Arlin Mason"
"F0178","Frank Drahos"
"9476","Patrick Jones"
"10576","Lauren Horton"
"8618","Jason Garrigue"
"9909","Julian Mcdaniel"
"10036","Trevor Maynard"
"6408","Edward Boyd Jr"
"9721","Blayne Burgess"
"6968","Ventura De La Rosa Jr"
"8542","Brittani Pilcik"
"8325","Dwayne Cooper"
"7722","Dwight Govan"
"10691","Derrick Jordan"
"6484","Mark Woody"
"8352","Martin Rivera"
"9516","Horace Webb"
"8399","Bobby Adkison"
"F0237","Rebecca Mathews"
"10360","Maja Vincic"
"9967","Joseph Schutz"
"6033","Kerry Johnson"
"9441","Tyler Remediz"
"10424","Laura Beddow"
"9474","William Rodriguez"
"9412","Efrain Melendez Jr."
"9271","Andrew Duba"
"9236","Edward Reyes"
"6044","Aleciah Jackson"
"9482","Shelley Friend"
"9560","Larry Tuttle"
"7223","Ben Ortiz Jr"
"8687","Kenton Hubner"
"5692","Shedrick White"
"10304","Wesley Jones"
"9943","Daniel Karna"
"8890","Tonya Mcdaniel"
"9033","Daniel Zarate"
"4713","Frank Ruspoli Jr"
"9409","Lance Wreyford"
"7301","Raul Galvan Jr"
"10287","Marsha Barnes"
"10509","Aaron Rodarte"
"9193","Jassmen Mitchell"
"9709","Jeremy Francis"
"10375","Demaurier Thompson"
"8258","Michael Henderson"
"6057","Michael Harper"
"10298","Orlandus Bronner"
"6925","Christopher Crites"
"10251","Dustin Penland"
"F0226","Christopher Martinez"
"10064","Nicholas Miller"
"8554","John Richmond"
"10433","Tiffany Hicks-Livingston"
"8937","Ryan Berry"
"6307","Luc Francois"
"10478","Benjamin Neal"
"10611","Michael Rocha"
"7519","Jerry Gamez"
"10101","Daniel Young"
"8473","Michael Bui"
"F0147","Paul Martinez"
"9513","Yancy Graves"
"9531","Antonio Gomez"
"10068","David Bayson"
"8943","Carlton Thomas"
"10676","Marilyn Knutson"
"7405","Ruben Rodriguez"
"10275","Aaron Kasallis"
"8018","Jodean Jones"
"4933","Brian Rippenkroeger"
"6757","Christopher Thomas"
"7609","Jose Llanes Iii"
"6529","David Beideck"
"9110","Kevin Williams"
"9973","Jay Jankowski"
"10445","Diana Flores"
"10263","Shaun Renfro"
"8453","Carlos Marquez"
"5989","Robert Ludwig"
"9887","Latrice Madison"
"9402","Hector Parrilla"
"7157","Scott Sayers"
"7195","Pedro Alonzo"
"8281","Chad Quinlan"
"7531","Craig Sherrill"
"7177","David Conley"
"9116","Ryan Scott"
"8057","Latoya Carrington"
"10002","Edgar Molina"
"8423","Sean Mack"
"7921","David Stephens"
"9535","Mayra Santiago"
"F0247","Julie Kumar"
"8996","Natausha Crespin"
"9098","Philip Lawler"
"8634","Jessica Montgomery-Criddle"
"9715","Andre Cloyd"
"7021","Eddie Lopez"
"7548","Joe Ramos Jr"
"8060","Monica Almeida"
"9466","Kamesha Walker"
"7956","Darian Loera"
"8006","Wilma Thomas"
"10027","Karla Garbelotto"
"5245","Jose Jimenez"
"8793","Ashly Carrillo"
"9733","Jesus Hinojosa Jr."
"8887","Christopher Hess"
"9117","Stephen Prince"
"9039","Kenneth Schwartz"
"9547","Matthew Branch"
"6008","Troy Smith"
"8068","Lyle Brockwell"
"6771","Daniel Rosales"
"10383","Antwan Crutcher"
"10199","David Thompson"
"7044","Jose Cerda Jr"
"6175","Richard Hunt"
"DE 47635","Lavonda Johnson"
"7217","Billy Scott"
"5570","Willie Williams Jr"
"10295","Amy Anderson"
"8213","Daniel Foster"
"7853","Cynthia Arispe"
"8954","Russell Crocker"
"9294","Bryan Candelaria"
"10346","Yuridia Morales"
"7962","Christopher Barzyk"
"10472","Stevon Morgan"
"9790","Fidel Padron Jr."
"6558","Ricky Turner"
"5953","Scott Harn"
"9018","Farie Phelps"
"10347","Kellyn Moncada"
"10616","Brian Chaddick"
"8381","David Massey"
"6115","Jacquelin Tahbone"
"8814","Jesus Martinez"
"7890","Marcus Winn"
"4312","Joel Theis"
"10460","Cynotha Mcgruder"
"9166","Mark Herrera"
"7149","Salvador Varillas"
"7727","Stephen Benton"
"7620","Ramon Martinez Jr"
"10390","Michelle Ochoa"
"10595","Hayley Mitchell"
"5982","Curtis Stringfellow"
"7874","Laurent Lespagnol"
"5347","David Jenkins"
"7994","Curtis Blocker"
"10222","Michael Trometer"
"10192","John Galindo"
"117512","Bashu Bhatta"
"10687","Timothy Cranford"
"9146","James Verhalen"
"9208","Yvette Caperton"
"7679","Adge Barnes Jr"
"6332","Jeffrey Eichel"
"10262","Angelo Johnson"
"6444","Brian Johnson"
"7377","Corey Anderson"
"10197","Maurico Hill"
"10431","James Brown2"
"4556","James Barclay"
"8092","Richard Tucker Jr"
"8371","Benjamin Smith"
"5799","Sandra Obaze"
"8432","Jesus Garza"
"9100","Wayne Kincaide"
"9996","Matthew Carlson"
"9493","Robert Kiplinger"
"9017","Kyle Atha"
"7588","Mario Gomez"
"7164","Larry Gordon"
"6779","Michael Hunter"
"9911","Matthew Rizoli"
"5974","Frank Duncan"
"10136","Faiz Khan"
"97133","Andrea Yellowfish"
"4369","Vanessa Adame"
"5734","Charles Tuten"
"10037","Jason New"
"4559","Steven David"
"8548","Arnold Rodriguez"
"10238","Derik Bussey"
"9222","Micheal Waldroup"
"10474","Jamal Robinson"
"8219","Cleon Davison"
"7899","Susan Smith"
"6549","Jerry Stanley"
"10341","Blake Hicks"
"7292","Adolio Rios Jr"
"10344","Ana Vazquez2"
"8001","Arnulfo Pargas Jr"
"5460","Leslie Richardson Sr"
"10458","Ariana Hernandez"
"4717","Mark Underwood"
"81075","Shirley Stanley"
"7998","Julie Arnott"
"9230","Andrea Kunzler"
"7914","Leroy Pena"
"9445","Johnpaul Martinez"
"10220","Cynthia Hamilton"
"9369","Joshua Devore"
"8922","Buddy Brisco"
"9521","Jeffrey Standard"
"7342","Shawn Freeman"
"7663","George Morales"
"6899","Darren Snowdy"
"10253","Terry Paxton Jr"
"7670","Anthony Pickens"
"8709","Perry Strickland Jr"
"8461","Eric Brown"
"7308","Jamie Camacho"
"7939","Julio Ortiz"
"7506","Chauncey Mcbride"
"10582","Julian Harris"
"8958","Stephen Kuo"
"10566","Jeremy Omealia"
"8385","Christopher Lowe"
"7702","Steven Oliphant"
"10581","Justin Sanders"
"7474","Jeffrey Lewis"
"7558","Jason Webb"
"7471","Jose Aranda"
"6566","Daren Roberts"
"7919","James Jablon"
"10544","Richard Townson"
"4480","Thomas Hitt"
"6478","Guy Schwarz"
"9927","Gregory White"
"8629","Naomi Arroyo"
"9559","Nam Tri"
"6794","Tommy Raley"
"10097","Alan Jarvis"
"6926","Raymond Watts Sr"
"9147","Dustin Voels"
"6139","Susan Millard"
"5214","Timmy Stewart"
"9795","Jason Groom"
"9664","Camille Munoz"
"9650","Sean Greer"
"5078","Keith Caruso"
"10368","Jesus Castaneda"
"10482","Ryan Cordova"
"8198","John Holt"
"7310","John Roberts"
"10308","Michael Welsh"
"6842","Stanley Forney"
"10486","J Casas-Tavera"
"37465","Angela Howard"
"9005","Steven Cardenas"
"9007","Travis Mcanally Jr."
"6231","Ernest Sherman"
"7839","Keith Huber"
"8912","James Johnson"
"10363","Matthew Helton"
"4748","Kelly Foster"
"9655","Aarin Harrell"
"10337","Justin Thomas"
"4802","Theodore Pfursich"
"4888","Herbert Parker"
"8866","Matthew Cartwright"
"9420","Christopher Nilsen"
