"Incident Number","date","time","hour","Officers Involved","Officers.Race","Officers.Ethnicity","Officers.Sex","UOF.Level","Offenders.Race","Offenders.Ethnicity","Offenders.Sex","Binning Number of Officers"
"2016-00075694","02/21/2016","07:54:00","PM",2,"White;Black","Non-hispanic;Hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2012-00475544","11/17/2012","04:29:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2013-00280510","07/09/2013","01:01:00","AM",1,"Asian","Non-hispanic","Male","1",NA,"Non-hispanic",NA,"1"
"2017-00409427","10/18/2017","01:45:00","AM",1,"White","Non-hispanic","Male","2","White","Hispanic","Male","1"
"2013-00504881","12/02/2013","09:46:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2009-00603228","12/22/2009","07:48:00","PM",4,"White;White;White;White","Non-hispanic;Hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male","2","White","Non-hispanic","Male","3+"
"2010-00173599","04/13/2010","10:01:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2016-00158538","04/16/2016","09:26:00","PM",3,"Black;Black;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","","Black","Non-hispanic","Male","3+"
"2010-00117640","03/11/2010","11:37:00","PM",1,"White","Hispanic","Male","2","Black","Non-hispanic","Male","1"
"2015-00163655","04/21/2015","08:33:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Female;Female;Male","2","Black","Non-hispanic","Male","3+"
"2011-00114037","03/12/2011","01:01:00","AM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","1","White","Non-hispanic","Male","3+"
"2012-00478288","11/18/2012","10:59:00","PM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2011-00297177","07/06/2011","02:29:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black;Black","Non-hispanic;Non-hispanic","Female;Female","2"
"2014-00166874","04/22/2014","09:06:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Female","2",NA,"Non-hispanic",NA,"3+"
"2014-00231432","06/03/2014","01:37:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2014-00274906","07/01/2014","07:20:00","PM",1,"Asian","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2012-00527712","12/23/2012","02:27:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2014-00157737","04/16/2014","05:21:00","PM",1,"Black","Non-hispanic","Male","2","Black;Black","Non-hispanic;Non-hispanic","Female;Male","1"
"2009-00331542","07/13/2009","10:45:00","PM",6,"White;White;White;White;Black;Black","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;","Male;Male;Male;Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2015-00104859","03/12/2015","11:10:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Female;Male","1","Black","Non-hispanic","Male","3+"
"2012-00254269","06/17/2012","07:08:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Female","1"
"2015-00171104","04/26/2015","03:57:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Female;Male","2","White","Hispanic","Male","2"
"2009-00200400","04/29/2009","12:33:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2011-00244972","06/03/2011","03:38:00","AM",4,"White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male","2",NA,"Non-hispanic",NA,"3+"
"2017-00172417","05/03/2017","01:44:00","PM",2,"White;Black","Non-hispanic;Non-hispanic","Male;Female","1","Black","Non-hispanic","Male","2"
"2010-00125722","03/16/2010","10:06:00","PM",1,"White","Non-hispanic","Male","","Black","Non-hispanic","Female","1"
"2009-00274448","06/11/2009","08:21:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Female","2","Black","Non-hispanic","Male","2"
"2017-00236511","06/18/2017","01:50:00","AM",1,"White","Hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2013-00298411","07/20/2013","06:55:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic",NA,"2"
"2013-00479739","11/16/2013","02:12:00","AM",3,"Black;White;White","Non-hispanic;Hispanic;Non-hispanic","Female;Male;Male","2","Black","Non-hispanic","Female","3+"
"2011-00250580","06/06/2011","07:50:00","PM",2,"White;White","Non-hispanic;Hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2016-00485363","12/03/2016","02:42:00","AM",2,"White;Black","Non-hispanic;Non-hispanic","Female;Male","2",NA,"Non-hispanic",NA,"2"
"2014-00297087","07/17/2014","12:08:00","AM",1,"Black","Non-hispanic","Male","2","Black","Hispanic","Female","1"
"2014-00016213","01/12/2014","01:54:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2016-00428283","10/22/2016","12:24:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Female","2","Black","Non-hispanic","Male","2"
"2012-00233221","06/03/2012","02:24:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Female","2"
"2013-00256676","06/22/2013","10:14:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2015-00285904","07/13/2015","01:55:00","PM",3,"White;White;White","Non-hispanic;Hispanic;Non-hispanic","Male;Male;Female","2","Black","Non-hispanic","Male","3+"
"2010-00489978","10/17/2010","11:02:00","AM",2,"White;White","Hispanic;Non-hispanic","Male;Female","2","White","Non-hispanic","Male","2"
"2017-00295761","07/30/2017","01:34:00","AM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","1","Black","Non-hispanic","Male","3+"
"2011-00137452","03/26/2011","09:11:00","PM",2,"Black;White","Non-hispanic;Non-hispanic","Male;Female","1","White","Hispanic","Male","2"
"2013-00271865","07/03/2013","01:47:00","AM",2,"White;White","Hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic",NA,"2"
"2016-00106492","03/12/2016","11:52:00","PM",1,"White","Non-hispanic","Male","2","White","Hispanic","Male","1"
"2016-00027568","01/20/2016","11:43:00","AM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2009-00339563","07/18/2009","02:36:00","AM",2,"White;White","Hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2011-00137841","03/27/2011","02:07:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2009-00473057","10/05/2009","03:30:00","AM",1,"Black","Hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2017-00355495","09/10/2017","04:47:00","PM",12,"White;White;Black;White;White;White;White;White","Non-hispanic;Non-hispanic;Hispanic;Non-hispanic;Non-hispanic;","Male;Male;Male;Male;Male;Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2013-00451297","10/27/2013","09:49:00","PM",2,"White;White","Non-hispanic;Hispanic","Male;Male","1","White","Non-hispanic","Male","2"
"2011-00149259","04/03/2011","10:56:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Female;Female","2","White","Non-hispanic","Male","3+"
"2012-00344700","08/20/2012","12:02:00","AM",3,"White;Asian;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2",NA,"Non-hispanic",NA,"3+"
"2009-00005773","01/05/2009","01:47:00","AM",5,"White;White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2012-00463885","11/09/2012","02:31:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2010-00016277","01/11/2010","10:02:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","Black","Non-hispanic","Male","2"
"2010-00126009","03/17/2010","02:25:00","AM",2,"Asian;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Female","2"
"2012-00303930","07/22/2012","02:54:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Hispanic","Male","2"
"2013-00276405","07/06/2013","12:59:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2015-00160688","04/20/2015","02:28:00","AM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2017-00332366","08/24/2017","07:51:00","PM",2,"White;Black","Non-hispanic;Non-hispanic","Male;Female","2","White","Non-hispanic","Male","2"
"2012-00073664","02/19/2012","01:36:00","AM",2,"Black;White","Non-hispanic;Non-hispanic","Male;Male","1","White","Hispanic","Male","2"
"2009-00305045","06/28/2009","11:57:00","PM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2011-00368538","08/20/2011","01:59:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2014-00255444","06/18/2014","03:29:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2010-00530207","11/12/2010","02:39:00","AM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","White","Non-hispanic","Male","3+"
"2012-00190122","05/05/2012","10:50:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Female;Male","2",NA,"Non-hispanic",NA,"2"
"2009-00547939","11/19/2009","01:14:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2014-00045384","01/31/2014","10:43:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Female;Male","2","Black","Non-hispanic","Male","2"
"2013-00088948","02/28/2013","09:46:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","Black","Non-hispanic","Male","2"
"2011-00040481","01/26/2011","10:53:00","AM",5,"White;White;White;White;White","Non-hispanic;Non-hispanic;Hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male;Male","2","White;White","Hispanic;Hispanic","Male;Male","3+"
"2014-00329192","08/08/2014","12:25:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","White","Non-hispanic","Male","2"
"2009-00037245","01/23/2009","07:46:00","PM",2,"Black;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2009-00545468","11/17/2009","03:32:00","PM",2,"White;White","Non-hispanic;Hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2010-00372357","08/08/2010","11:56:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","Black","Non-hispanic","Male","2"
"2016-00288833","07/17/2016","02:35:00","AM",1,"White","Non-hispanic","Male","2","White","Hispanic","Male","1"
"2017-00254943","07/01/2017","02:29:00","AM",1,"White","Non-hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2017-00373398","09/22/2017","03:03:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2015-00126628","03/27/2015","11:32:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","Black","Non-hispanic","Female","2"
"2010-00362198","08/02/2010","02:01:00","PM",2,"White;White","Non-hispanic;Hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2015-00076502","02/22/2015","01:09:00","AM",1,"White","Non-hispanic","Male","1","Asian","Non-hispanic","Male","1"
"2010-00148252","03/30/2010","02:27:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2010-00345156","07/22/2010","10:51:00","PM",1,"White","Non-hispanic","Male","1","Black","Non-hispanic","Female","1"
"2011-00450997","10/11/2011","11:09:00","PM",2,"Black;White","Non-hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic;Non-hispanic",NA,"2"
"2014-00167134","04/23/2014","01:16:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White;White","Hispanic;Hispanic","Female;Female","2"
"2017-00354780","09/09/2017","09:27:00","PM",3,"White;White;White","Hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","1","White","Non-hispanic","Male","3+"
"2015-00049236","02/04/2015","12:14:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2014-00189388","05/07/2014","02:25:00","AM",1,"White","Non-hispanic","Male","2","White;Black","Hispanic;Hispanic","Male;Male","1"
"2016-00198284","05/14/2016","12:12:00","AM",1,"White","Non-hispanic","Male","2","White","Hispanic","Male","1"
"2016-00200567","05/15/2016","09:05:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Female","2","White","Non-hispanic","Male","2"
"2009-00106543","03/06/2009","01:46:00","AM",1,"White","Non-hispanic","Male","1","White","Hispanic","Male","1"
"2010-00023281","01/15/2010","02:50:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Female","2","White","Non-hispanic","Male","2"
"2015-00196750","05/13/2015","06:48:00","PM",2,"White;Black","Hispanic;Non-hispanic","Male;Female","2","Black","Non-hispanic","Male","2"
"2012-00533154","12/27/2012","10:02:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic",NA,"2"
"2009-00593954","12/17/2009","02:57:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2014-00156092","04/15/2014","06:14:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2014-00236134","06/05/2014","11:42:00","PM",1,"Asian","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2009-00122464","03/15/2009","03:01:00","AM",1,"White","Non-hispanic","Male","2","White","Hispanic","Male","1"
"2012-00230821","06/01/2012","02:57:00","PM",3,"White;Black;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","1","Black","Hispanic","Male","3+"
"2011-00146830","04/02/2011","03:00:00","AM",3,"White;White;White","Non-hispanic;Hispanic;Non-hispanic","Male;Male;Female","2","Black;Black","Non-hispanic;Non-hispanic","Male;Male","3+"
"2016-00245137","06/14/2016","09:57:00","PM",9,"White;White;Black;White;White;White;White;White","Non-hispanic;Hispanic;Non-hispanic;Non-hispanic;Non-hispanic;","Male;Male;Male;Male;Male;Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2012-00326193","08/06/2012","11:58:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1",NA,"Non-hispanic",NA,"2"
"2015-00470268","11/16/2015","02:36:00","AM",4,"White;Black;White;White","Hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male","2","Black;Black","Non-hispanic;Non-hispanic","Male;Male","3+"
"2013-00029086","01/21/2013","12:45:00","AM",1,"White","Non-hispanic","Male","1","Black","Non-hispanic","Male","1"
"2010-00382458","08/14/2010","08:08:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2016-00170064","04/24/2016","07:43:00","PM",2,"Black;White","Non-hispanic;Non-hispanic","Male;Female","2","Black","Non-hispanic","Male","2"
"2012-00108117","03/11/2012","12:48:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic",NA,"2"
"2015-00387944","09/20/2015","11:27:00","PM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2009-00016880","01/11/2009","12:23:00","PM",2,"White;White","Non-hispanic;Hispanic","Male;Female","1","White","Non-hispanic","Male","2"
"2009-00232957","05/17/2009","09:31:00","PM",2,"White;White","Hispanic;Hispanic","Male;Male","1","Black","Non-hispanic","Female","2"
"2009-00044237","01/28/2009","02:06:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2016-00469587","11/20/2016","08:51:00","PM",2,"White;Black","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Female","2"
"2015-00305189","07/27/2015","02:31:00","AM",2,"White;Black","Non-hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic",NA,"2"
"2014-00178247","04/29/2014","08:53:00","PM",1,"White","Non-hispanic","Female","2","White","Hispanic","Male","1"
"2010-00014295","01/10/2010","12:48:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","1","White","Non-hispanic","Female","2"
"2017-00309768","08/09/2017","01:32:00","AM",4,NA,"Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2016-00490717","12/07/2016","02:28:00","AM",4,"White;White;White;White","Non-hispanic;Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male;Male","2","Black","Non-hispanic","Male","3+"
"2012-00160603","04/16/2012","02:48:00","AM",2,"White;Asian","Non-hispanic;Non-hispanic","Male;Male","","White","Hispanic","Male","2"
"2014-00092618","03/04/2014","05:32:00","PM",2,"White;White","Non-hispanic;Hispanic","Male;Male","2","White","Hispanic","Male","2"
"2009-00180479","04/17/2009","02:36:00","PM",2,"Black;Black","Non-hispanic;Non-hispanic","Male;Female","2","Black","Non-hispanic","Male","2"
"2014-00333961","08/11/2014","10:18:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2010-00264470","06/05/2010","12:34:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2014-00079425","02/24/2014","03:01:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Female","2","White;White","Hispanic;Hispanic","Male;Male","2"
"2016-00114428","03/18/2016","02:32:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2",NA,"Non-hispanic;Non-hispanic",NA,"2"
"2017-00098704","03/12/2017","01:54:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Male","2","White","Hispanic","Male","2"
"2013-00076596","02/20/2013","11:08:00","PM",1,"White","Hispanic","Male","2",NA,"Non-hispanic",NA,"1"
"2013-00246049","06/15/2013","06:36:00","PM",2,"White;Black","Non-hispanic;Non-hispanic","Male;Male","2","White","Non-hispanic","Male","2"
"2010-00276247","06/12/2010","12:54:00","AM",2,"White;White","Hispanic;Hispanic","Male;Male","2","Black","Non-hispanic","Male","2"
"2014-00426119","10/12/2014","09:45:00","PM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2009-00605258","12/24/2009","02:22:00","AM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","2","White","Non-hispanic","Male","3+"
"2010-00326021","07/11/2010","02:59:00","AM",1,"White","Non-hispanic","Male","2","White","Non-hispanic","Male","1"
"2016-00101773","03/10/2016","01:46:00","AM",1,"White","Non-hispanic","Male","1","Black","Non-hispanic","Male","1"
"2016-00101682","03/09/2016","11:52:00","PM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2014-00151956","04/13/2014","01:13:00","AM",1,"White","Non-hispanic","Male","2","Black","Non-hispanic","Male","1"
"2015-00469009","11/15/2015","12:41:00","AM",3,"White;White;White","Non-hispanic;Non-hispanic;Non-hispanic","Male;Male;Male","1","Black","Non-hispanic","Female","3+"
"2009-00114596","03/11/2009","12:16:00","AM",2,"White;White","Non-hispanic;Non-hispanic","Male;Female","2","Black","Non-hispanic","Male","2"
"2013-00050761","02/04/2013","03:00:00","AM",3,"White;White;White","Hispanic;Non-hispanic;Hispanic","Male;Female;Female","1",NA,"Non-hispanic",NA,"3+"
